호선,역명,장비종류,호기,승강기번호,운행구간,설치위치
2,주안역,ES,11,3809-692,환승층↔지하1층,(B1) 대합실 주안역(코레일) 하선방향
2,주안역,ES,12,3809-691,환승층↔지하1층,(1F) 주안역(코레일) 승강장 하선
2,시민공원역,ES,1,3809-204,지하1층↔지하3층,(B3) 주안역 방향 1-3 승강장 출입문 옆
2,시민공원역,ES,2,3809-203,지하1층↔지하3층,(B1) 고객안내센터 앞
2,시민공원역,ES,3,3809-206,지하1층↔지하3층,(B3) 석바위시장역 방향 2-1 승강장 출입문 옆
2,시민공원역,ES,4,3809-205,지하1층↔지하3층,(B1) 고객안내센터 앞
2,시민공원역,ES,5,3809-202,지하상가↔지하1층,(B1) 엘리베이터 5호기 옆
2,석바위시장역,ES,1,3809-199,지하1층↔지하3층,(B3) 시민공원역 방향 1-3 승강장 출입문 옆
2,석바위시장역,ES,2,3809-198,지하1층↔지하3층,(B1) 고객안내센터 앞
2,석바위시장역,ES,3,3809-201,지하1층↔지하3층,(B3) 인천시청역 방향 2-1 승강장 출입문 옆
2,석바위시장역,ES,4,3809-200,지하1층↔지하3층,(B1) 고객안내센터 앞
2,석바위시장역,ES,5,3809-197,지하상가↔지하1층,(B1) 수유실 옆
2,인천시청역 ,ES,1,3810-061,지하1층↔지하2층 ,(B1) 엘리베이터 1호기 옆
2,인천시청역 ,ES,2,3810-062,지하1층↔지하2층 ,(B2) 석바위시장역 방향 2-3 승강장 출입문 옆
2,인천시청역 ,ES,3,3810-063,지하1층↔지하2층 ,(B2) 석천사거리역 방향 1-1 승강장 출입문 옆
2,인천시청역 ,ES,4,3810-064,지하1층↔지하2층 ,(B1) 고객안내센터 옆
2,인천시청역 ,ES,5,3810-072,지하3층↔지하4층 ,(B4) 엘리베이터 3호기 옆
2,인천시청역 ,ES,6,3810-071,지하3층↔지하4층 ,(B4) 엘리베이터 4호기 옆
2,인천시청역 ,ES,7,3810-069,지하2층↔지하3층 ,(B3) 에스컬레이터 5호기 앞
2,인천시청역 ,ES,8,3810-070,지하2층↔지하3층 ,(B3) 승강용역사무실 옆
2,인천시청역 ,ES,9,3810-065,지상층↔지하1층,(B1) 엘리베이터 7호기 앞
2,인천시청역 ,ES,10,3810-066,지상층↔지하1층,(1F) 8번 출입구 근처
2,인천시청역 ,ES,11,3810-067,지상층↔지하1층,(B1) 엘리베이터 8호기 앞
2,인천시청역 ,ES,12,3810-068,지상층↔지하1층,(1F) 7번 출입구 근처
2,석천사거리역,ES,1,3807-198,지하1층↔지하2층 ,(B1) 엘리베이터 1호기 옆
2,석천사거리역,ES,2,3807-197,지하1층↔지하2층 ,(B2) 인천시청역 방향 1-1 승강장 출입문 옆
2,석천사거리역,ES,3,3807-200,지하1층↔지하2층 ,(B1) 엘리베이터 2호기 옆
2,석천사거리역,ES,4,3807-199,지하1층↔지하2층 ,(B2) 모래내시장역 방향 2-3 승강장 출입문 옆
2,석천사거리역,ES,5,3810-075,지상층↔지하1층,(1F) 1번 출입구 근처
2,석천사거리역,ES,6,3810-076,지상층↔지하1층,(B1) 엘리베이터 3호기 옆
2,석천사거리역,ES,7,3810-077,지상층↔지하1층,(B1) 엘리베이터 3호기 옆
2,석천사거리역,ES,8,3810-074,지상층↔지하1층,(1F) 3번 출입구 근처
2,석천사거리역,ES,9,3810-073,지상층↔지하1층,(B1) 엘리베이터 4호기 앞
2,모래내시장역,ES,1,3810-247,지하2층↔지하3층,(B3) 석천사거리역 방향 2-3 승강장 출입문 옆
2,모래내시장역,ES,2,3810-248,지하2층↔지하3층,(B2) 엘리베이터 1호기 옆
2,모래내시장역,ES,3,3810-250,지하2층↔지하3층,(B3) 만수역 방향 1-1 승강장 출입문 옆
2,모래내시장역,ES,4,3810-249,지하2층↔지하3층,(B2) 엘리베이터 2호기 옆
2,모래내시장역,ES,5,3810-245,지하1층↔지하2층,(B2) 고객안내센터 옆
2,모래내시장역,ES,6,3810-246,지하1층↔지하2층,(B1) 화장실 앞
2,모래내시장역,ES,7,3809-686,지상층↔지하1층,(B1) 대합실
2,모래내시장역,ES,8,3810-242,지상층↔지하1층,(1F) 1번 출입구 근처
2,모래내시장역,ES,9,3810-243,지상층↔지하1층,(B1) 대합실
2,모래내시장역,ES,10,3810-244,지상층↔지하1층,(1F) 4번 출입구 근처
2,만수역,ES,1,3813-121,지하1층↔지하2층,(B1) 엘리베이터 1호기 옆
2,만수역,ES,2,3813-122,지하1층↔지하2층,(B2) 모래내시장역 방향 1-1 승강장 출입문 옆
2,만수역,ES,3,3813-123,지하1층↔지하2층,(B1) 엘리베이터 2호기 옆
2,만수역,ES,4,3813-124,지하1층↔지하2층,(B2) 남동구청역 방향 2-3 승강장 출입문 옆
2,만수역,ES,5,3813-126,지상층↔지하1층,(B1) 엘리베이터 3호기 뒤
2,만수역,ES,6,3813-125,지상층↔지하1층,(1F) 1번 출입구 근처
2,만수역,ES,7,3813-127,지상층↔지하1층,(B1) 엘리베이터 4호기 앞
2,만수역,ES,8,3813-128,지상층↔지하1층,(1F) 3번 출입구 근처
2,남동구청역,ES,1,3813-129,지하2층↔지하3층,(B1) 엘리베이터 1호기 옆
2,남동구청역,ES,2,3813-130,지하2층↔지하3층,(B2) 만수역 방향 1-1 승강장 출입문 옆
2,남동구청역,ES,3,3813-131,지하2층↔지하3층,(B1) 엘리베이터 2호기 옆
2,남동구청역,ES,4,3813-132,지하2층↔지하3층,(B2) 인천대공원역 방향 2-3 승강장 출입문 옆
2,남동구청역,ES,5,3813-134,지하1층↔지하2층,(B1) 엘리베이터 3호기 뒤
2,남동구청역,ES,6,3813-133,지하1층↔지하2층,(1F) 2번 출입구 근처
2,남동구청역,ES,7,3813-136,지하1층↔지하2층,(B1) 엘리베이터 4호기 앞
2,남동구청역,ES,8,3813-135,지하1층↔지하2층,(1F) 4번 출입구 근처
2,인천대공원역,ES,1,3809-195,지상1층↔지상2층,(1F) 3번 출입구 근처
2,인천대공원역,ES,2,3809-196,지상1층↔지상2층,(2F) 엘리베이터 1호기 옆
2,인천대공원역,ES,3,3809-192,지상2층↔지상3층,(3F) 남동구청역 방향 2-3 승강장 출입문 옆
2,인천대공원역,ES,4,3809-191,지상2층↔지상3층,(2F) 고객안내센터 옆
2,인천대공원역,ES,5,3809-194,지상2층↔지상3층,(3F) 운연역 방향 1-1 승강장 출입문 옆
2,인천대공원역,ES,6,3809-193,지상2층↔지상3층,(2F) 고객안내센터 맞은편
2,운연역,ES,1,3810-353,지상층↔지하1층,(B1) 인천대공원역 방향 2-3 승강장 출입문 옆
2,운연역,ES,2,3810-354,지상층↔지하1층,(1F) 엘리베이터 1호기 옆
2,운연역,ES,3,3810-355,지상층↔지하1층,(B1) 종착역 1-1 승강장 출입문 옆
2,운연역,ES,4,3810-356,지상층↔지하1층,(1F) 엘리베이터 2호기 옆
7,까치울역,ES,1,3806-259,B1-B2,(B2) 부천종합운동장 방향 승강장 6-1 출입문 앞
7,까치울역,ES,2,3806-260,B1-B2,"(B1) 고객안내센터옆, 2번 출입구방향"
7,까치울역,ES,3,3806-261,B1-B2,(B2) 온수 방향 승강장 6-1 출입문 앞
7,까치울역,ES,4,3806-262,B1-B2,"(B1)표 내는 곳 내 기능실 복도 옆, 3번 출입구방향"
7,까치울역,ES,5,3804-414,F1-B1,(B1) 3번 출입구 방향
7,까치울역,ES,6,3806-263,F1-B1,(1F) 3번 출입구 앞
7,까치울역,ES,7,3806-265,F1-B1,(B1) 4번 출입구 방향
7,까치울역,ES,8,3806-264,F1-B1,(1F) 4번 출입구 앞
7,까치울역,ES,9,3806-266,F1-B1,(B1) 5번 출입구 방향
7,까치울역,ES,10,3804-411,F1-B1,(1F) 5번 출입구 앞
7,부천종합운동장역,ES,1,3802-991,B1-B2,"(B2) 까치울역 방향 4-1 출입문 앞, 춘의역 방향 5-1 출입문 앞"
7,부천종합운동장역,ES,2,3802-992,B1-B2,(B1) 대합실 표 내는 곳 앞
7,부천종합운동장역,ES,3,3802-993,B1-B2,"(B2) 까치울역 방향 6-4 출입문 앞, 춘의역 방향 3-1 출입문 앞"
7,부천종합운동장역,ES,4,3802-994,B1-B2,(B1) 대합실 표 내는 곳 앞
7,부천종합운동장역,ES,5,3802-995,F1-B1,(B1) 1번 출입구 방향 대합실
7,부천종합운동장역,ES,6,3802-996,F1-B1,(1F) 1번 출입구 앞
7,부천종합운동장역,ES,7,3802-999,BM1-B1,(B1) 2번 출입구 방향 대합실
7,부천종합운동장역,ES,8,3803-000 ,BM1-B1,(M1) 2번 출입구 방향 중간층
7,부천종합운동장역,ES,9,3802-997 ,F1-BM1,(M1) 2번 출입구 방향 중간층
7,부천종합운동장역,ES,10,3802-998 ,F1-BM1,(1F) 2번 출입구 앞
7,부천종합운동장역,ES,11,3804-431,BM1-B1,(B1) 3번 출입구 방향 대합실
7,부천종합운동장역,ES,12,3804-432,BM1-B1,(M1) 3번 출입구 방향 중간층
7,부천종합운동장역,ES,13,3804-433,F1-BM1,(M1) 3번 출입구 방향 중간층
7,부천종합운동장역,ES,14,3804-434,F1-BM1,(1F) 3번 출입구 앞
7,부천종합운동장역,ES,15,3804-435,BM1-B1,"(B1) 4번 출입구, 환승 방향 대합실"
7,부천종합운동장역,ES,16,3802-990,BM1-B1,"(M1) 4번 출입구, 환승 방향 중간층"
7,춘의역,ES,1,3804-419,B1-B2,"(B2) 부천종합운동장역 방향 승강장 3-3, 신중동역 방향 승강장 6-2 사이의 중앙"
7,춘의역,ES,2,3804-420,B1-B2,(B1) 고객안내센터 옆
7,춘의역,ES,3,3804-421,B1-B2,"(B2) 부천종합운동장역 방향 승강장 6-2, 신중동역 방향 승강장 3-3 사이의 중앙"
7,춘의역,ES,4,3804-422,B1-B2,(B1) 고객안내센터 옆
7,춘의역,ES,5,3804-423,F1-B1,(B1) 대합실 1번/2번 출입구
7,춘의역,ES,6,3804-424,F1-B1,(1F) 1번/2번 출입구 사이
7,춘의역,ES,7,3804-425,F1-B1,(B1) 대합실 3번 출입구
7,춘의역,ES,8,3804-426,F1-B1,(1F) 3번 출입구 인근
7,춘의역,ES,9,3804-427,F1-B1,(B1) 대합실 6번 출입구
7,춘의역,ES,10,3804-428,F1-B1,(1F) 6번 출입구 인근
7,춘의역,ES,11,3804-429,F1-B1,(B1) 대합실 8번 출입구
7,춘의역,ES,12,3804-430,F1-B1,(1F) 8번 출입구 인근
7,신중동역,ES,1,3804-351,B1-B2,(B2) 춘의역 방향 승강장 3-1 출입문 앞
7,신중동역,ES,2,3804-352,B1-B2,(B2) 부천시청역 방향 승강장 6-4 출입문 앞
7,신중동역,ES,3,3804-353,B1-B2,(B2) 춘의역 방향 승강장 5-2 출입문 앞
7,신중동역,ES,4,3804-354,B1-B2,(B1) 고객안내센터 반대편
7,신중동역,ES,5,3804-355,B1-B2,(B2) 부천시청역 방향 승강장 4-3 출입문 앞
7,신중동역,ES,6,3804-356,B1-B2,(B1) 고객안내센터 옆
7,신중동역,ES,7,3804-357,F1-B1,(B1) 대합실 1번 출입구
7,신중동역,ES,8,3804-358,F1-B1,(1F) 1번 출입구 근처
7,신중동역,ES,9,3804-359,BM1-B1,(B1) 대합실 4번/5번 출입구
7,신중동역,ES,10,3804-360,BM1-B1,(M1) 4번/5번 출입구 방향 중간층
7,신중동역,ES,11,3804-361,F1-BM1,(M1) 4번 출입구 중간층
7,신중동역,ES,12,3804-362,F1-BM1,(1F) 4번 출입구
7,신중동역,ES,13,3804-363,F1-B1,(B1) 대합실 7번 출입구
7,신중동역,ES,14,3804-364,F1-B1,(1F) 7번 출입구
7,신중동역,ES,15,3815-666,B1-1,(M1) 5번 출입구 중간층 - 랜드마크푸르지오시티 연결부 층
7,신중동역,ES,16,3815-667,B1-1,(1F) 5번 출입구
7,부천시청역,ES,1,3804-395,B1-B2,(B2) 신중동역 방향 승강장 4-4 출입문 앞
7,부천시청역,ES,2,3804-393,B1-B2,(B1) 표 내는 곳 내 계단 옆(신중동역 방향)
7,부천시청역,ES,3,3804-396,B1-B2,(B2) 상동역 방향 승강장 5-1 출입문 앞
7,부천시청역,ES,4,3804-394,B1-B2,(B1) 표 내는 곳 내 계단 옆(상동역 방향)
7,부천시청역,ES,5,3806-593,F1-B1,(B1) 1번 출입구 근처 대합실
7,부천시청역,ES,6,3084-407,F1-B1,(1F) 1번 출입구 근처
7,부천시청역,ES,7,3804-412 ,B1-F1,(B1) 2번 출입구 근처 대합실
7,부천시청역,ES,8,3806-594,F1-B1,(1F) 2번 출입구 근처
7,부천시청역,ES,9,3806-595,F1-B1,(B1) 4번 출입구 근처 대합실
7,부천시청역,ES,10,3084-408,F1-B1,(1F) 4번 출입구 근처
7,부천시청역,ES,11,3804-413 ,B1-F1,(B1) 5번 출입구 근처 대합실
7,부천시청역,ES,12,3806-596,F1-B1,(1F) 5번 출입구 근처
7,상동역,ES,1,3804-365,B1-B2,(B2) 승강장 상선 3-3 출입문 앞
7,상동역,ES,2,3804-366,B1-B2,(B2) 승강장 하선 6-2 출입문 앞
7,상동역,ES,3,3804-367,B1-B2,(B2) 승강장 상선 6-1 출입문 앞
7,상동역,ES,4,3804-368,B1-B2,(B2) 승강장 하선 4-2 출입문 앞
7,상동역,ES,5,3804-369,F1-B1,(B1) 1번 출입구 근처 대합실
7,상동역,ES,6,3804-370,F1-B1,(1F) 1번 출입구 근처
7,상동역,ES,7,3804-371,F1-B1,(B1) 3번 출입구 근처 대합실(도서관 옆)
7,상동역,ES,8,3804-372,F1-B1,(1F) 3번 출입구 근처
7,상동역,ES,9,3804-373,F1-B1,(B1) 5번 출입구 근처 대합실(상상정거장 옆)
7,상동역,ES,10,3804-374,F1-B1,(1F) 5번 출입구 근처
7,상동역,ES,11,3804-375,F1-B1,(B1) 7번 출입구 근처 대합실(상상정거장 옆)
7,상동역,ES,12,3804-376,F1-B1,(1F) 7번 출입구 근처
7,삼산체육관역,ES,1,3806-376,B1-B2,(B1) E/V 1호기 근처 대합실
7,삼산체육관역,ES,2,3806-377,B1-B2,(B2) 승강장 하선 6-3 출입문 앞
7,삼산체육관역,ES,3,3806-378,B1-B2,(B2) 승강장 상선 5-3 출입문 앞
7,삼산체육관역,ES,4,3806-379,B1-B2,(B2) 승강장 하선 4-2 출입문 앞
7,삼산체육관역,ES,5,3806-380,F1-B1,(B1) 1번 출입구 근처 대합실(E/V 3호기)
7,삼산체육관역,ES,6,3806-381,F1-B1,(1F) 1번 출입구 근처
7,삼산체육관역,ES,7,3806-382,F1-B1,(B1) 2번 출입구 근처 대합실(E/V 3호기)
7,삼산체육관역,ES,8,3806-383,F1-B1,(1F) 2번 출입구 근처
7,삼산체육관역,ES,9,3806-384,F1-B1,(B1) 3번 출입구 근처 대합실(E/V 4호기)
7,삼산체육관역,ES,10,3806-385,F1-B1,(1F) 3번 출입구 근처
7,삼산체육관역,ES,11,3806-386,F1-B1,(B1) 4번 출입구 근처 대합실
7,삼산체육관역,ES,12,3806-387,F1-B1,(1F) 4번 출입구 근처
7,삼산체육관역,ES,13,3806-388,F1-B1,(B1) 5번 출입구 근처 대합실
7,삼산체육관역,ES,14,3806-389,F1-B1,(1F) 5번 출입구 근처
7,굴포천역,ES,1,3806-362,B1-B2,(B2) 삼산체육관역 방향 승강장 3-3 출입문 앞
7,굴포천역,ES,2,3806-363,B1-B2,(B2) 부평구청역 방향 승강장 6-2 출입문 앞
7,굴포천역,ES,3,3806-364,B1-B2,(B2) 삼산체육관역 방향 승강장 6-1 출입문 앞
7,굴포천역,ES,4,3806-365,B1-B2,(B2) 부평구청역 방향 승강장 3-4 출입문 앞
7,굴포천역,ES,5,3806-368,BM1-B1,(B1) 1번/2번 출입구 근처 대합실
7,굴포천역,ES,6,3806-369,BM1-B1,(M1) 1번/2번 출입구 근처 계단참
7,굴포천역,ES,7,3806-366,F1-BM1,(M1) 2번 출입구 근처 계단참
7,굴포천역,ES,8,3806-367,F1-BM1,(1F) 2번 출입구 근처
7,굴포천역,ES,9,3806-372,BM1-B1,(B1) 3번/4번 출입구 근처 대합실
7,굴포천역,ES,10,3806-373,BM1-B1,(M1) 3번/4번 출입구 근처 계단참
7,굴포천역,ES,11,3806-370,F1-BM1,(M1) 3번 출입구 근처 계단참
7,굴포천역,ES,12,3806-371,F1-BM1,(M1) 4번 출입구 근처 계단참
7,굴포천역,ES,13,3806-374,F1-B1,(B1) 5번 출입구 근처 대합실
7,굴포천역,ES,14,3806-375,F1-B1,(B1) 6번 출입구 근처 대합실
7,부평구청역,ES,1,3806-360,B2-B3,(B2) 1호선(갈산역 방향)<->7호선(굴포천역 방향) 환승통로 앞쪽
7,부평구청역,ES,2,3806-361,B2-B3,(B3) 산곡역 방향 7-1 출입문 앞
7,부평구청역,ES,3,3806-358,B2-B3,(B2) 1호선(갈산역 방향)<->7호선(굴포천역 방향) 환승통로 뒤쪽
7,부평구청역,ES,4,3806-359,B2-B3,(B3) 산곡역 방향 5-2 출입문 앞
7,부평구청역,ES,5,3806-350,B2-B3,(B2) 1호선(부평시장역 방향)<->7호선(굴포천역 방향) 환승통로
7,부평구청역,ES,6,3806-351,B2-B3,(B3) 산곡역 방향 2-2 출입문 앞
7,부평구청역,ES,7,3806-354,B1-B2,(B2) 1호선<->7호선 환승통로 3번/4번/5번 출입구 방향
7,부평구청역,ES,8,3806-355,B1-B2,"(B1) 3, 4, 5번 출입구 방향 표 내는곳 안쪽"
7,부평구청역,ES,9,3806-352,B1-B2,(B2) 1호선<->7호선 환승통로 1번/2번/6번/7번/8번/9번 출입구 방향
7,부평구청역,ES,10,3806-353,B1-B2,(B1) 1번/2번/6번/7번/8번/9번 출입구 방향 표 내는곳 안쪽
7,부평구청역,ES,11,3806-349,F1-B1,(B1) 5번 출입구 방향
7,부평구청역,ES,12,3806-357,F1-B1,(1F) 5번 출입구
7,부평구청역,ES,13,3806-356,BM1-B1,(B1) 6번/7번 출입구 방향
7,부평구청역,ES,14,3806-347,F1-BM1,(M1) 7번 출입구 방향 중간층
7,부평구청역,ES,15,3806-348,F1-BM1,(1F) 7번 출입구
7,산곡역,ES,1,3815-575,승강장→대합실,(B2) 7호선 부평구청역 방향 3-3 출입문 앞
7,산곡역,ES,2,3815-576,대합실→승강장,(B1) 7호선 부평구청역 방향 대합실 앞쪽
7,산곡역,ES,3,3815-573,승강장→대합실,(B2) 7호선 석남역 방향 6-1 출입문 앞
7,산곡역,ES,4,3815-574,대합실→승강장,(B1) 7호선 석남역 방향 대합실 뒤쪽
7,산곡역,ES,5,3815-571 ,승강장→대합실,(B2) 7호선 부평구청역 방향 6-1 출입문 앞
7,산곡역,ES,6,3815-572,승강장→대합실,(B2) 7호선 석남역 방향 3-4 출입문 앞
7,산곡역,ES,7,3818-577,대합실→2번출구,(B1) 2번 출입구 방향
7,산곡역,ES,8,3815-578,2번출구→대합실,(1F) 2번 출입구
7,산곡역,ES,9,3815-579,대합실→4번출구,(B1) 4번 출입구 방향
7,산곡역,ES,10,3815-580,4번출구→대합실,(1F) 4번 출입구
7,산곡역,ES,11,3815-581,대합실→5번출구,(B1) 5번 출입구 방향
7,산곡역,ES,12,3815-582,5번출구→대합실,(1F) 5번 출입구
7,산곡역,ES,13,3815-583,대합실→7번출구,(B1) 7번 출입구 방향
7,산곡역,ES,14,3815-584,7번출구→대합실,(1F) 7번 출입구
7,석남역,ES,1,3816-201,승강장→대합실,(B5) 산곡역 방향 2-4 출입문 앞
7,석남역,ES,2,3816-202,대합실→승강장,(B4) 2호선<->7호선(산곡역 방향) 환승통로
7,석남역,ES,3,3816-203,승강장→대합실,(B5) 종착역 방향 7-1 출입문 앞
7,석남역,ES,4,3816-204,대합실→승강장,(B4) 2호선<->7호선 환승통로
7,석남역,ES,5,3816-207,승강장→대합실,(B5) 산곡역 방향 6-3 출입문 앞
7,석남역,ES,6,3816-208,대합실→승강장,(B4) 고객안내센터 옆
7,석남역,ES,7,3816-205,승강장→대합실,(B5) 종착역 방향 3-2 출입문 앞
7,석남역,ES,8,3816-206,대합실→승강장,(B4) 고객안내센터 옆
7,석남역,ES,9,3816-211,대합실→대합실,(B4) 5번/6번 출입구 방향
7,석남역,ES,10,3816-212,대합실→대합실,(B2) 5번 출입구 방향
7,석남역,ES,11,3816-209,대합실→대합실,(B4) 5번/6번 출입구 방향
7,석남역,ES,12,3816-210,대합실→대합실,(B2) 6번 출입구 방향
7,석남역,ES,13,3816-213,대합실→대합실,(B4) 2호선<->7호선 환승통로
7,석남역,ES,14,3816-214,대합실→대합실,(B2) 2호선<->7호선 환승통로
7,석남역,ES,15,3816-215,승강장→대합실,(B3) 2호선 서부여성회관역 방향 환승통로
7,석남역,ES,16,3816-216,대합실→승강장,(B2) 2호선(서부여성회관역 방향)<->7호선 환승통로
7,석남역,ES,17,3816-217,승강장→대합실,(B3) 2호선 가정중앙시장역 방향 환승통로
7,석남역,ES,18,3816-218,대합실→승강장,(B2) 2호선(가정중앙시장역 방향)<->7호선 환승통로
7,석남역,ES,19,3816-219,대합실→대합실,"(B2) 2호선<->7호선 환승통로(2,3,4,7번 출입구 방향)"
7,석남역,ES,20,3816-220,대합실→대합실,(B1) 간이 안내소 옆
7,석남역,ES,21,3816-222,5번출구→대합실,(B2) 5번 출입구 방향
7,석남역,ES,22,3816-221,대합실→5번출구,(1F) 5번 출입구
7,석남역,ES,23,3816-224,6번출구→대합실,(B2) 6번 출입구 방향
7,석남역,ES,24,3816-223,대합실→6번출구,(1F) 6번 출입구
7,석남역,ES,25,3816-225,2번출구→대합실,(B1) 7번 출입구 방향(4번 출입구 계단 옆)
7,석남역,ES,26,3816-226,대합실→2번출구,(1F) 7번 출입구 방향
7,석남역,ES,27,3816-227,7번출구→대합실,(B1) 2번 출입구 방향(3번 출입구 계단 옆)
7,석남역,ES,28,3816-228,대합실→7번출구,(1F) 2번 출입구 방향
