호선,역명,장비종류,호기,승강기번호,운행구간,설치위치
1,검단호수공원역,ES,1,3816-260,지하1층↔지하2층,(B1) 종착역 승강장 3-4 출입문 앞
1,검단호수공원역,ES,2,3816-261,지하1층↔지하2층,(B1) 표 내는 곳 옆
1,검단호수공원역,ES,3,3816-262,지하1층↔지하2층,(B1) 수방자재창고 옆
1,검단호수공원역,ES,4,3816-263,지하1층↔지하2층,(B1) 엘리베이터 2호기 옆
1,검단호수공원역,ES,5,3816-264,지하1층↔지하2층,(B1) 신검단중앙역 방향 승강장 6-1 출입문 앞
1,검단호수공원역,ES,6,3816-265,지하1층↔지하2층,(B1) 인터폰 게이트 옆
1,검단호수공원역,ES,7,3816-275,대합실↔외부,(B1) 1번 출입구
1,검단호수공원역,ES,8,3816-276,대합실↔외부,(B1) 1번 출입구
1,검단호수공원역,ES,9,3816-277,대합실↔외부,(B1) 2번 출입구
1,검단호수공원역,ES,10,3816-281,대합실↔외부,(B1) 3번 출입구
1,검단호수공원역,ES,11,3816-282,대합실↔외부,(B1) 3번 출입구
1,검단호수공원역,ES,12,3816-283,대합실↔외부,(B1) 4번 출입구
1,신검단중앙역,ES,1,3816-271,지하1층↔지하2층,(B3) 검단호수공원역 방향 승강장 3-1 출입문 앞
1,신검단중앙역,ES,2,3816-266,지하1층↔지하2층,(B3) 검단호수공원역 방향 승강장 5-4 출입문 앞
1,신검단중앙역,ES,3,3816-267,지하1층↔지하2층,"(B2) 표 내는 곳 옆, 에스컬레이터 2호기 옆"
1,신검단중앙역,ES,4,3816-268,지하1층↔지하2층,(B3) 아라역 방향 승강장 4-1 출입문 앞
1,신검단중앙역,ES,5,3816-269,지하1층↔지하2층,"(B2) 표 내는 곳 옆, 에스컬레이터 4호기 옆"
1,신검단중앙역,ES,6,3816-270,지하1층↔지하2층,(B3) 아라역 방향 승강장 6-4 출입문 앞
1,신검단중앙역,ES,7,3816-272,대합실↔외부,(B2) 1번 출입구
1,신검단중앙역,ES,8,3816-273,대합실↔외부,(B2) 2번 출입구
1,신검단중앙역,ES,9,3816-274,대합실↔외부,(1F) 2번 출입구
1,신검단중앙역,ES,10,3816-278,대합실↔외부,(B2) 3번 출입구
1,신검단중앙역,ES,11,3816-279,대합실↔외부,(B2) 4번 출입구
1,신검단중앙역,ES,12,3816-280,대합실↔외부,(1F) 4번 출입구
1,아라역,ES,1,3816-259,지하1층↔지하2층,(B2) 신검단중앙역 방향 승강장 3-1 출입문 앞
1,아라역,ES,2,3816-254,지하1층↔지하2층,(B2) 신검단중앙역 방향 승강장 5-4 출입문 앞
1,아라역,ES,3,3816-255,지하1층↔지하2층,(B2) 신검단중앙역 방향 승강장 5-4 출입문 앞
1,아라역,ES,4,3816-256,지하1층↔지하2층,(B2) 계양역 방향 승강장 4-1 출입문 앞
1,아라역,ES,5,3816-257,지하1층↔지하2층,(B2) 계양역 방향 승강장 4-1 출입문 앞
1,아라역,ES,6,3816-258,지하1층↔지하2층,(B2) 계양역 방향 승강장 6-4 출입문 앞
1,아라역,ES,7,3816-284,지하1층↔지하2층,(B1) 1번 출입구
1,아라역,ES,8,3816-285,대합실↔외부,(B1) 1번 출입구
1,아라역,ES,9,3816-288,대합실↔외부,(B1) 2번 출입구
1,아라역,ES,10,3816-289,대합실↔외부,(B1) 2번 출입구
1,아라역,ES,11,3816-286,대합실↔외부,(B1) 3번 출입구
1,아라역,ES,12,3816-287,대합실↔외부,(B1) 3번 출입구
1,아라역,ES,13,3816-294,대합실↔외부,(B1) 4번 출입구
1,아라역,ES,14,3816-296,대합실↔외부,(B1) 5번 출입구
1,아라역,ES,15,3816-295,대합실↔외부,(B1) 5번 출입구
1,아라역,ES,16,3820-310,대합실↔외부,(B1) 6번 출입구
1,아라역,ES,17,3820-312,대합실↔외부,(B1) 7번 출입구
1,아라역,ES,18,3820-311,대합실↔외부,(B1) 7번 출입구
1,아라역,ES,19,3820-313,대합실↔외부,(B1) 8번 출입구
1,계양역,ES,1,3803-649,1층 ↔ 2층,(2F) 종착역 승강장 3-4 출입문 앞
1,계양역,ES,2,3803-650,1층 ↔ 2층,(2F) 종착역 승강장 7-4 출입문 앞
1,계양역,ES,3,3803-644,1층 ↔ 2층,(1F) 고객안내센터 옆
1,계양역,ES,4,3803-645,1층 ↔ 2층,(1F) 전기창고 옆
1,박촌역,ES,1,3816-038,대합실↔외부,(B1) 1번 출입구
1,박촌역,ES,2,3816-039,대합실↔외부,(M1) 1번 출입구 중간층
1,박촌역,ES,3,3816-036,대합실↔외부,(M1) 1번 출입구 중간층
1,박촌역,ES,4,3816-037,대합실↔외부,(1F) 1번 출입구
1,임학역,ES,1,3807-142,지하1층↔지하2층,(B1) 수유실 옆
1,임학역,ES,2,3807-143,지하1층↔지하2층,(B2) 박촌역 방향 승강장 3-4 출입문 앞
1,임학역,ES,3,3807-144,지하1층↔지하2층,(B1) 고객안내센터 옆
1,임학역,ES,4,3807-145,지하1층↔지하2층,(B2) 계산역 방향 승강장 6-1 출입문 앞
1,계산역,ES,1,3803-646,지하1층↔지하2층,(B2) 엘리베이터 2호기 옆
1,계산역,ES,2,3803-647,지하1층↔지하2층,(B2) 수유실 옆
1,계산역,ES,3,3802-685,승강장↔대합실,(B2) 표 내는 곳 옆
1,계산역,ES,4,3802-686,승강장↔대합실,(B3) 임학역 방향 승강장 4-1 출입문 앞
1,계산역,ES,5,3802-687,승강장↔대합실,(B3) 경인교대입구역 방향 승강장 4-1 출입문 앞
1,계산역,ES,6,3802-688,승강장↔대합실,(B2) 표 내는 곳 옆
1,계산역,ES,7,3809-101,대합실↔외부,(B1) 3번 출입구
1,계산역,ES,8,3809-102,대합실↔외부,(1F) 3번 출입구
1,경인교대입구역,ES,1,3803-643,지하1층↔지하2층,(B2) 발매기실 앞
1,경인교대입구역,ES,2,3803-642,지하1층↔지하2층,(B2) 엘리베이터 2호기 앞
1,경인교대입구역,ES,3,3802-681,승강장↔대합실,(B2) 표 내는 곳 옆
1,경인교대입구역,ES,4,3802-682,승강장↔대합실,(B3) 계산역 방향 승강장 3-4 출입문 앞
1,경인교대입구역,ES,5,3802-683,승강장↔대합실,(B3) 작전역 방향 승강장 3-4 출입문 앞
1,경인교대입구역,ES,6,3802-684,승강장↔대합실,(B2) 표 내는 곳 옆
1,경인교대입구역,ES,7,3816-034,대합실↔외부,(B1) 2번 출입구
1,경인교대입구역,ES,8,3816-035,대합실↔외부,(1F) 2번 출입구
1,작전역,ES,1,3802-579,승강장↔대합실,(B2) 경인교대입구역 방향 승강장 3-3 출입문 앞
1,작전역,ES,2,3802-677,승강장↔대합실,(B2) 갈산역 방향 승강장 4-1 출입문 앞
1,작전역,ES,3,3809-103,대합실↔외부,(B1) 5번 출입구
1,작전역,ES,4,3809-104,대합실↔외부,(1F) 5번 출입구
1,갈산역,ES,1,3802-674,승강장↔대합실,(B2) 작전역 방향 승강장 6-1 출입문 앞
1,갈산역,ES,2,3802-673,승강장↔대합실,(B1) 표 내는 곳 옆
1,갈산역,ES,3,3802-676,승강장↔대합실,(B2) 부평구청역 방향 승강장 3-4 출입문 앞
1,갈산역,ES,4,3802-675,승강장↔대합실,(B1) 표 내는 곳 옆
1,갈산역,ES,5,3810-115,대합실↔외부,(B1) 2번 출입구
1,갈산역,ES,6,3810-116,대합실↔외부,(1F) 2번 출입구
1,부평구청역,ES,1,3802-653,승강장↔대합실,(B2) 갈산역 방향 승강장 3-2 출입문 앞
1,부평구청역,ES,2,3802-654,승강장↔대합실,(B1) 기능실 복도 옆
1,부평구청역,ES,3,3802-655,승강장↔대합실,(B2) 갈산역 방향 승강장 5-3 출입문 앞
1,부평구청역,ES,4,3802-656,승강장↔대합실,(B1) 표 내는 곳 옆
1,부평구청역,ES,5,3802-657,승강장↔대합실,(B2) 부평시장역 방향 승강장 4-2 출입문 앞
1,부평구청역,ES,6,3802-658,승강장↔대합실,(B1) 표 내는 곳 옆
1,부평구청역,ES,7,3802-659,승강장↔대합실,(B2) 부평시장역 방향 승강장 6-3 출입문 앞
1,부평구청역,ES,8,3802-660,승강장↔대합실,(B1) 기능실 복도 옆
1,부평구청역,ES,9,3813-903,대합실↔외부,(B1) 1번 출입구
1,부평구청역,ES,10,3813-904,대합실↔외부,(1F) 1번 출입구
1,부평시장역,ES,1,3802-689,승강장↔대합실,(B2) 부평구청역 방향 승강장 6-1 출입문 앞
1,부평시장역,ES,2,3802-690,승강장↔대합실,(B1) 표 내는 곳 옆
1,부평시장역,ES,3,3802-691,승강장↔대합실,(B1) 표 내는 곳 옆
1,부평시장역,ES,4,3802-692,승강장↔대합실,(B2) 부평역 방향 승강장 6-1 출입문 앞
1,부평시장역,ES,5,3807-195,대합실↔외부,(B1) 2번 출입구
1,부평시장역,ES,6,3807-194,대합실↔외부,(1F) 2번 출입구
1,부평역,ES,1,3803-636,지하2층↔지하4층,(B2) 북광장 방향 대합실 임대상가 옆
1,부평역,ES,2,3803-637,지하2층↔지하4층,(B4) 동수역 방향 승강장 5-2 출입문 앞
1,부평역,ES,3,3803-638,지하2층↔지하4층,(B4) 부평시장역 방향 승강장 4-2 출입문 앞
1,부평역,ES,4,3803-639,지하2층↔지하4층,(B2) 북광장 방향 대합실 임대상가 옆
1,부평역,ES,5,3803-640,지하3층↔지하4층,(B3) 고객안내센터 방향 대합실
1,부평역,ES,6,3803-641,지하3층↔지하4층,(B4) 동수역 방향 승강장 2-2 출입문 앞
1,부평역,ES,7,3803-219,지하3층↔지하4층,(B4) 부평시장역 방향 승강장 7-2 출입문 앞
1,부평역,ES,8,3803-220,지하3층↔지하4층,(B3) 고객안내센터 방향 대합실
1,부평역,ES,9,3803-221,지하2층↔지하3층,(B2) 고객안내센터 앞
1,부평역,ES,10,3803-222,지하2층↔지하3층,(B3) 고객안내센터 방향 대합실
1,부평역,ES,11,3803-223,지하2층↔지하3층,(B3) 고객안내센터 방향 대합실
1,부평역,ES,12,3803-224,지하2층↔지하3층,(B2) 북광장 방향 대합실 임대상가 옆
1,부평역,ES,13,3803-225,환승통로↔지하2층,(B1) 북광장 방향
1,부평역,ES,14,3803-226,환승통로↔지하2층,(B2) 북광장 방향 대합실 임대상가 옆
1,부평역,ES,15,3803-207,단독 환승통로,(B2) 납광장 방향 대합실
1,부평역,ES,16,3803-208,단독 환승통로,(B1) 1번 출입구 방향 대합실
1,동수역,ES,1,3803-631,지하2층↔지하4층,(B2) 기능실 출입구 옆
1,동수역,ES,2,3803-632,지하2층↔지하4층,(B4) 부평역 방향 승강장 6-1 출입문 앞
1,동수역,ES,3,3803-633,지하2층↔지하4층,(B4) 부평삼거리역 방향 승강장 6-1 출입문 앞
1,동수역,ES,4,3803-634,지하2층↔지하4층,(B2) 기능실 출입구 옆
1,동수역,ES,5,3803-635,지하1층↔지하2층,(B2) 기능실 출입구 옆
1,동수역,ES,6,3813-996,대합실↔외부,(B1) 1번 출입구 근처 대합실
1,동수역,ES,7,3813-997,대합실↔외부,(1F) 1번 출입구 근처
1,부평삼거리역,ES,1,3803-227,지하2층↔지하3층,(B2) 대합실
1,부평삼거리역,ES,2,3803-228,지하2층↔지하3층,(B3) 대합실
1,부평삼거리역,ES,3,3803-229,지하1층↔지하2층,(B3) 대합실
1,부평삼거리역,ES,4,3803-230,지하1층↔지하2층,(B2) 대합실
1,부평삼거리역,ES,5,3813-994,대합실↔외부,(B1) 고객안내센터 앞
1,부평삼거리역,ES,6,3813-995,대합실↔외부,(1F) 1번 출입구 근처
1,간석오거리역,ES,1,3803-211,지하2층↔지하3층,(B3) 기능실 복도 앞
1,간석오거리역,ES,2,3803-212,지하2층↔지하3층,(B2) 옆무실 앞
1,간석오거리역,ES,3,3803-213,지하2층↔지하3층,(B3) 고객안내센터 맞은편
1,간석오거리역,ES,4,3803-214,지하2층↔지하3층,(B2) 기능실 복도 앞
1,간석오거리역,ES,5,3803-215,지하1층↔지하2층,(B1)  화장실 앞
1,간석오거리역,ES,6,3803-216,지하1층↔지하2층,(B2) 옆무실 옆
1,간석오거리역,ES,7,3803-217,지하1층↔지하2층,(B2) 임대상가 앞
1,간석오거리역,ES,8,3803-218,지하1층↔지하2층,(B1) 기능실 앞
1,간석오거리역,ES,9,3813-139,대합실↔외부,(B1) 화장실 옆
1,간석오거리역,ES,10,3813-140,대합실↔외부,(1F) 1번 출입구 근처
1,인천시청역 ,ES,1,3803-651,지하1층↔지하3층,(B1) 기능실 앞
1,인천시청역 ,ES,2,3803-652,지하1층↔지하3층,(B1) 기능실 앞
