운영노선,역명,경도,위도,철도운영기관명,데이터기준일자
GTX-A,동탄역,127.09573727988,37.200066805866001,㈜SR,20240412
GTX-A,운정중앙,37.716044,126.728133,지티엑스에이운영,
GTX-A,킨텍스,37.66528,126.748166,지티엑스에이운영,
GTX-A,대곡,37.63237,126.81043,지티엑스에이운영,
GTX-A,연신내,37.618855,126.920859,지티엑스에이운영,
GTX-A,서울역,37.55585,126.9726803,지티엑스에이운영,
GTX-A,수서역,127.101944,37.486944000000001,지티엑스에이운영,20240412
GTX-A,성남역,127.120544,37.394191999999997,지티엑스에이운영,20240412
GTX-A,구성역,127.10555600000001,37.298611000000001,지티엑스에이운영,20240715
