SVG파일명,철도운영기관코드,선명,역명,상행경로값,하행경로값,역SVG순서,철도운영구분코드
area01,S1(서울교통공사),4호선,동대문,M 659.9 216.8 l 0 39,M 659.9 255.8 l 0 38.1,13,04(도시철도)
area01,S1(서울교통공사),4호선,동대문역사문화공원,M 659.9 255.8 l 0 38.1,M 659.9 293.9 l 0 23.3 l 0 0 c 0 11 -9 20 -20 20 v 0 h -4.4,14,04(도시철도)
area01,S1(서울교통공사),4호선,동작(현충원),M 640 453.1 v 45.2,M 640 498.3 v 39.3,23,04(도시철도)
area01,S1(서울교통공사),4호선,명동,M 635.6 337.2 H 611,M 611 337.2 h -4.1 c -5.9 0 -11.3 2.6 -14.9 6.7,16,04(도시철도)
area01,S1(서울교통공사),4호선,미아,M 839.1 164.6 h -39.8,M 799.3 164.6 h -39.8,7,04(도시철도)
area01,S1(서울교통공사),4호선,미아사거리,M 799.3 164.6 h -39.8,M 759.5 164.6 h -39.8,8,04(도시철도)
area01,S1(서울교통공사),4호선,사당,M 640 537.6 v 41.7,M 640 579.4 v 29.3,25,04(도시철도)
area01,S1(서울교통공사),4호선,삼각지,M 590.4 387.1 c 3.6 5.3 9.7 8.7 16.5 8.7 l 3.1 0,M 610 395.8 h 10 c 11 0 20 9 20 20,20,04(도시철도)
area01,S1(서울교통공사),4호선,상계,M 1030.9 164.6 h -29.4,M 1012.1 164.6 h -46.2,2,04(도시철도)
area01,S1(서울교통공사),4호선,서울역,M 592 343.9 c -3.2 3.5 -5.1 8.2 -5.1 13.3 l 0 0 h 0 v 8.9,M 586.9 366.1 v 9.7 c 0 4.2 1.3 8.1 3.5 11.3,18,04(도시철도)
area01,S1(서울교통공사),4호선,성신여대입구(돈암),M 719.7 164.6 l -39.8 0,M 679.9 164.6 c -11 0 -19.9 9 -19.9 20,10,04(도시철도)
area01,S1(서울교통공사),4호선,수유(강북구청),M 878.9 164.6 h -39.8,M 839.1 164.6 h -39.8,6,04(도시철도)
area01,S1(서울교통공사),4호선,숙대입구(갈월),M 586.9 366.1 v 9.7 c 0 4.2 1.3 8.1 3.5 11.3,M 590.4 387.1 c 3.6 5.3 9.7 8.7 16.5 8.7 l 3.1 0,19,04(도시철도)
area01,S1(서울교통공사),4호선,신용산,M 610 395.8 h 10 c 11 0 20 9 20 20,M 640 415.8 v 37.3,21,04(도시철도)
area01,S1(서울교통공사),4호선,쌍문,M 917.9 164.6 h -39,M 878.9 164.6 h -39.8,5,04(도시철도)
area01,S1(서울교통공사),4호선,이촌(국립중앙박물관),M 640 415.8 v 37.3,M 640 453.1 v 45.2,22,04(도시철도)
area01,S1(서울교통공사),4호선,창동,M 965.9 164.6 h -48,M 917.9 164.6 h -39,4,04(도시철도)
area01,S1(서울교통공사),4호선,총신대입구(이수),M 640 498.3 v 39.3,M 640 537.6 v 41.7,24,04(도시철도)
area01,S1(서울교통공사),4호선,충무로,M 659.9 293.9 l 0 23.3 l 0 0 c 0 11 -9 20 -20 20 v 0 h -4.4,M 635.6 337.2 H 611,15,04(도시철도)
area01,S1(서울교통공사),4호선,한성대입구(삼선교),M 679.9 164.6 c -11 0 -19.9 9 -19.9 20,M 659.9 184.6 L 659.9 184.6 l 0 32.2,11,04(도시철도)
area01,S1(서울교통공사),4호선,혜화,M 659.9 184.6 L 659.9 184.6 l 0 32.2,M 659.9 216.8 l 0 39,12,04(도시철도)
area01,S1(서울교통공사),4호선,회현(남대문시장),M 611 337.2 h -4.1 c -5.9 0 -11.3 2.6 -14.9 6.7,M 592 343.9 c -3.2 3.5 -5.1 8.2 -5.1 13.3 l 0 0 h 0 v 8.9,17,04(도시철도)
area01,S1(서울교통공사),5호선,강동,M 889.9 484.8 v 9.7 c 0 11 9 20 20 20 h 57.5,M 967.4 514.5 l 20.5 0 v 0 c 7.4 0 13.9 -4.1 17.4 -10.1,39,04(도시철도)
area01,S1(서울교통공사),5호선,개화산,M 210.9 214.1 h 41,M 251.9 214.1 c 11 0 20 9 20 20 l 0 0 v 20.3,2,04(도시철도)
area01,S1(서울교통공사),5호선,고덕,M 1007.9 471.2 v -16,M 1007.9 455.2 v -16.1,43,04(도시철도)
area01,S1(서울교통공사),5호선,공덕,M 538.9 414.8 l 0 -36.8,M 538.9 378.1 l 0 -35.5,20,04(도시철도)
area01,S1(서울교통공사),5호선,광나루(장신대),M 889.9 389.1 V 437,M 889.9 437 v 47.8,37,04(도시철도)
area01,S1(서울교통공사),5호선,광화문(세종문화회관),M 538.8 236 c 0 -11 9 -20 20 -20 v 0 h 33.6,M 592.4 216 c 11 0 20 9 20 20 v 26.8,24,04(도시철도)
area01,S1(서울교통공사),5호선,군자(능동),M 885.7 321.1 c 2.7 3.4 4.2 7.7 4.2 12.3 v 7,M 889.9 340.5 v 48.6,35,04(도시철도)
area01,S1(서울교통공사),5호선,굽은다리(강동구민회관앞),M 1005.3 504.4 c 1.7 -2.9 2.6 -6.3 2.6 -9.9 v 0 v -7.2,M 1007.9 487.3 v -16.1,41,04(도시철도)
area01,S1(서울교통공사),5호선,길동,M 967.4 514.5 l 20.5 0 v 0 c 7.4 0 13.9 -4.1 17.4 -10.1,M 1005.3 504.4 c 1.7 -2.9 2.6 -6.3 2.6 -9.9 v 0 v -7.2,40,04(도시철도)
area01,S1(서울교통공사),5호선,김포공항,M 251.9 214.1 c 11 0 20 9 20 20 l 0 0 v 20.3,M 271.9 261.4 v 56.5,3,04(도시철도)
area01,S1(서울교통공사),5호선,까치산,M 291.9 467.1 h 39,M 330.9 467.1 h 27,9,04(도시철도)
area01,S1(서울교통공사),1호선,종각,M 624.3 262.9 h -23.4 h 0 c -5.9 0 -11.1 2.5 -14.8 6.6,M 586.1 269.4 c -3.2 3.6 -5.2 8.3 -5.2 13.4 l 0 0 V 301,32,04(도시철도)
area01,S1(서울교통공사),1호선,종로3가,M 641.9 262.9 h -17.6,M 624.3 262.9 h -23.4 h 0 c -5.9 0 -11.1 2.5 -14.8 6.6,31,04(도시철도)
area01,S1(서울교통공사),1호선,종로5가,M 659.9 262.9 h -18,M 641.9 262.9 h -17.6,30,04(도시철도)
area01,S1(서울교통공사),1호선,청량리(서울시립대입구),M 861.9 262.9 h -27,M 834.9 262.9 h -47.5,25,04(도시철도)
area01,S1(서울교통공사),2호선,강남,M 759.2 586.5 h -29.3,M 729.8 586.5 h -32,22,04(도시철도)
area01,S1(서울교통공사),2호선,강변(동서울터미널),M 828.9 408.8 v 17.5,M 828.9 426.3 v 53.5,14,04(도시철도)
area01,S1(서울교통공사),2호선,건대입구,M 828.9 358.1 v 29.2,M 828.9 387.3 v 21.5,12,04(도시철도)
area01,S1(서울교통공사),2호선,교대(법원.검찰청),M 729.8 586.5 h -32,M 697.9 586.5 h -21.5,23,04(도시철도)
area01,S1(서울교통공사),2호선,구로디지털단지,M 482.4 582.5 c -7.1 -3 -13.3 -7.6 -18.3 -13.3,M 464.1 569.2 c -5.9 -6.8 -10.7 -15.2 -12.2 -24.5,32,04(도시철도)
area01,S1(서울교통공사),2호선,구의(광진구청),M 828.9 387.3 v 21.5,M 828.9 408.8 v 17.5,13,04(도시철도)
area01,S1(서울교통공사),2호선,낙성대,M 640 586.5 h -34.5,M 605.5 586.5 h -31.7,27,04(도시철도)
area01,S1(서울교통공사),2호선,당산,M 451.9 460 v -31.3,M 451.9 428.8 v -25.9,37,04(도시철도)
area01,S1(서울교통공사),2호선,대림(구로구청),M 464.1 569.2 c -5.9 -6.8 -10.7 -15.2 -12.2 -24.5,M 451.9 544.7 v -46.9,33,04(도시철도)
area01,S1(서울교통공사),2호선,동대문역사문화공원,M 640.9 308.1 h 19,M 659.9 308.1 h 45,5,04(도시철도)
area01,S1(서울교통공사),2호선,뚝섬,M 816.1 324.6 c 2.7 3 5 6.2 6.9 9.8,M 822.9 334.4 c 3.8 7.1 6 15.1 6 23.7,10,04(도시철도)
area01,S1(서울교통공사),2호선,문래,M 451.9 497.8 v -15,M 451.9 482.8 V 460,35,04(도시철도)
area01,S1(서울교통공사),2호선,방배,M 676.4 586.5 h -16.3,M 660.1 586.5 H 640,25,04(도시철도)
area01,S1(서울교통공사),2호선,봉천,M 573.8 586.5 H 542,M 542 586.5 h -31.8,29,04(도시철도)
area01,S1(서울교통공사),2호선,사당,M 660.1 586.5 H 640,M 640 586.5 h -34.5,26,04(도시철도)
area01,S1(서울교통공사),2호선,삼성(무역센터),M 823.3 559.6 c -3.6 6.8 -8.7 12.7 -14.8 17.2,M 808.4 576.8 c -6.2 4.6 -13.5 7.7 -21.5 9,19,04(도시철도)
area01,S1(서울교통공사),2호선,상왕십리,M 704.9 308.1 h 37,M 742 308.1 h 37 v 0 c 8 0 15.6 1.9 22.3 5.2,7,04(도시철도)
area01,S1(서울교통공사),2호선,서울대입구(관악구청),M 605.5 586.5 h -31.7,M 573.8 586.5 H 542,28,04(도시철도)
area01,S1(서울교통공사),2호선,서초,M 697.9 586.5 h -21.5,M 676.4 586.5 h -16.3,24,04(도시철도)
area01,S1(서울교통공사),2호선,선릉,M 808.4 576.8 c -6.2 4.6 -13.5 7.7 -21.5 9,M 787 585.8 c -2.6 0.4 -5.3 0.6 -8.1 0.6 h -19.7,20,04(도시철도)
area01,S1(서울교통공사),2호선,성수,M 822.9 334.4 c 3.8 7.1 6 15.1 6 23.7,M 828.9 358.1 v 29.2,11,04(도시철도)
area01,S1(서울교통공사),2호선,시청,M 538.9 308.1 h 42,M 580.9 308.1 h 18.9,1,04(도시철도)
area01,S1(서울교통공사),2호선,신당,M 659.9 308.1 h 45,M 704.9 308.1 h 37,6,04(도시철도)
area01,S1(서울교통공사),2호선,신대방,M 510.3 586.5 l -8.3 0 c -6.9 0 -13.5 -1.4 -19.5 -4,M 482.4 582.5 c -7.1 -3 -13.3 -7.6 -18.3 -13.3,31,04(도시철도)
area01,S1(서울교통공사),2호선,신도림,M 451.9 544.7 v -46.9,M 451.9 497.8 v -15,34,04(도시철도)
area01,S1(서울교통공사),2호선,신림,M 542 586.5 h -31.8,M 510.3 586.5 l -8.3 0 c -6.9 0 -13.5 -1.4 -19.5 -4,30,04(도시철도)
area01,S1(서울교통공사),2호선,신촌,M 452 355.6 c 0.7 -14.1 7.3 -26.7 17.3 -35.4,M 469.4 320.2 c 5.4 -4.7 11.9 -8.2 19 -10.2,40,04(도시철도)
area01,S1(서울교통공사),2호선,아현,M 488.3 310 c 4.3 -1.2 8.9 -1.9 13.6 -1.9 h 9.4,M 511.3 308.1 h 27.5,42,04(도시철도)
area01,S1(서울교통공사),2호선,역삼,M 787 585.8 c -2.6 0.4 -5.3 0.6 -8.1 0.6 h -19.7,M 759.2 586.5 h -29.3,21,04(도시철도)
area01,S1(서울교통공사),2호선,영등포구청,M 451.9 482.8 V 460,M 451.9 460 v -31.3,36,04(도시철도)
area01,S1(서울교통공사),2호선,왕십리,M 742 308.1 h 37 v 0 c 8 0 15.6 1.9 22.3 5.2,M 801.2 313.3 c 5.6 2.8 10.7 6.7 14.9 11.3,8,04(도시철도)
area01,S1(서울교통공사),2호선,을지로3가,M 599.8 308.1 h 18.6,M 618.4 308.1 h 22.5,3,04(도시철도)
area01,S1(서울교통공사),2호선,을지로4가,M 618.4 308.1 h 22.5,M 640.9 308.1 h 19,4,04(도시철도)
area01,S1(서울교통공사),2호선,을지로입구,M 580.9 308.1 h 18.9,M 599.8 308.1 h 18.6,2,04(도시철도)
area01,S1(서울교통공사),2호선,이대,M 469.4 320.2 c 5.4 -4.7 11.9 -8.2 19 -10.2,M 488.3 310 c 4.3 -1.2 8.9 -1.9 13.6 -1.9 h 9.4,41,04(도시철도)
area01,S1(서울교통공사),2호선,잠실(송파구청),M 828.9 479.8 v 36.3,M 828.9 516.1 v 16.5,16,04(도시철도)
area01,S1(서울교통공사),2호선,잠실나루,M 828.9 426.3 v 53.5,M 828.9 479.8 v 36.3,15,04(도시철도)
area01,S1(서울교통공사),2호선,잠실새내,M 828.9 516.1 v 16.5,M 828.9 532.6 v 3.8 c 0 8.3 -2 16.2 -5.7 23.1,17,04(도시철도)
area01,S1(서울교통공사),2호선,종합운동장,M 828.9 532.6 v 3.8 c 0 8.3 -2 16.2 -5.7 23.1,M 823.3 559.6 c -3.6 6.8 -8.7 12.7 -14.8 17.2,18,04(도시철도)
area01,S1(서울교통공사),2호선,충정로(경기대입구),M 511.3 308.1 h 27.5,M 538.9 308.1 h 42,43,04(도시철도)
area01,S1(서울교통공사),2호선,한양대,M 801.2 313.3 c 5.6 2.8 10.7 6.7 14.9 11.3,M 816.1 324.6 c 2.7 3 5 6.2 6.9 9.8,9,04(도시철도)
area01,S1(서울교통공사),2호선,합정,M 451.9 428.8 v -25.9,M 452 402.9 v -44.8 c 0 -0.9 0 -1.7 0.1 -2.5,38,04(도시철도)
area01,S1(서울교통공사),2호선,홍대입구,M 452 402.9 v -44.8 c 0 -0.9 0 -1.7 0.1 -2.5,M 452 355.6 c 0.7 -14.1 7.3 -26.7 17.3 -35.4,39,04(도시철도)
area01,S1(서울교통공사),2호선,성수,,M 828.9 358.1 l 0 -33.5,1,04(도시철도)
area01,S1(서울교통공사),2호선,신답,M 828.9 324.6 l 0 -24.7 h 0 c 0 -1.8 -0.2 -3.5 -0.4 -5.1,M 828.5 294.8 c -2.4 -14.1 -14.7 -24.9 -29.6 -24.9 h -25.1,3,04(도시철도)
area01,S1(서울교통공사),2호선,신설동,M 773.8 270 h -27.9,,5,04(도시철도)
area01,S1(서울교통공사),2호선,용답,M 828.9 358.1 l 0 -33.5,M 828.9 324.6 l 0 -24.7 h 0 c 0 -1.8 -0.2 -3.5 -0.4 -5.1,2,04(도시철도)
area01,S1(서울교통공사),2호선,용두(동대문구청),M 828.5 294.8 c -2.4 -14.1 -14.7 -24.9 -29.6 -24.9 h -25.1,M 773.8 270 h -27.9,4,04(도시철도)
area01,S1(서울교통공사),2호선,까치산,M 353.3 497.8 h -2.4 c -11 0 -20 -9 -20 -20 v -3.7,,5,04(도시철도)
area01,S1(서울교통공사),2호선,도림천,M 451.9 497.8 h -39.9,M 412.1 497.8 h -29.4,2,04(도시철도)
area01,S1(서울교통공사),2호선,신도림,,M 451.9 497.8 h -39.9,1,04(도시철도)
area01,S1(서울교통공사),2호선,신정네거리,M 382.7 497.8 h -29.4,M 353.3 497.8 h -2.4 c -11 0 -20 -9 -20 -20 v -3.7,4,04(도시철도)
area01,S1(서울교통공사),2호선,양천구청,M 412.1 497.8 h -29.4,M 382.7 497.8 h -29.4,3,04(도시철도)
area01,S1(서울교통공사),3호선,가락시장,M 918 586.5 h 36,M 954 586.5 h 42.6,42,04(도시철도)
area01,S1(서울교통공사),3호선,경복궁(정부서울청사),M 598.4 164.9 c 11 0 20 9 20 20,M 618.4 184.9 v 36.4,19,04(도시철도)
area01,S1(서울교통공사),3호선,경찰병원,M 954 586.5 h 42.6,M 996.6 586.5 h 41.3,43,04(도시철도)
area01,S1(서울교통공사),3호선,고속터미널,M 697.9 493.4 v 26.3,M 697.9 519.7 v 59.7,31,04(도시철도)
area01,S1(서울교통공사),3호선,교대(법원.검찰청),M 697.9 519.7 v 59.7,M 697.9 579.4 v 33.3,32,04(도시철도)
area01,S1(서울교통공사),3호선,구파발,M 373.3 164.9 h 15.5,M 388.8 164.9 h 20.7,12,04(도시철도)
area01,S1(서울교통공사),3호선,금호,M 697.9 366.1 v 33.5,M 697.9 399.5 v 33.9,26,04(도시철도)
subway_a01_l02,S1(서울교통공사),2호선,방배,M 1855.4 1613.8 h -77.9,M 1777.6 1613.8 h -77.9,25,04(도시철도)
subway_a01_l02,S1(서울교통공사),2호선,사당,M 1777.6 1613.8 h -77.9,M 1699.7 1613.8 h -77.8,26,04(도시철도)
subway_a01_l02,S1(서울교통공사),2호선,낙성대,M 1699.7 1613.8 h -77.8,M 1621.8 1613.8 H 1544,27,04(도시철도)
subway_a01_l02,S1(서울교통공사),2호선,서울대입구(관악구청),M 1621.8 1613.8 H 1544,M 1544 1613.8 h -77.9,28,04(도시철도)
subway_a01_l02,S1(서울교통공사),2호선,봉천,M 1544 1613.8 h -77.9,M 1466.1 1613.8 h -77.9,29,04(도시철도)
subway_a01_l02,S1(서울교통공사),2호선,신림,M 1466.1 1613.8 h -77.9,M 1388.3 1613.8 h -77.9,30,04(도시철도)
subway_a01_l02,S1(서울교통공사),2호선,신대방,M 1388.3 1613.8 h -77.9,M 1310.4 1613.8 h -34.7 c -7.8 0 -14.2 -6.4 -14.2 -14.2 V 1566,31,04(도시철도)
subway_a01_l02,S1(서울교통공사),2호선,구로디지털단지,M 1310.4 1613.8 h -34.7 c -7.8 0 -14.2 -6.4 -14.2 -14.2 V 1566,M 1261.6 1566 v -72.1,32,04(도시철도)
subway_a01_l02,S1(서울교통공사),2호선,대림(구로구청),M 1261.6 1566 v -72.1,M 1261.6 1493.9 v -78.6,33,04(도시철도)
subway_a01_l02,S1(서울교통공사),2호선,신도림,M 1261.6 1493.9 v -78.6,M 1261.6 1415.3 v -81,34,04(도시철도)
subway_a01_l02,S1(서울교통공사),2호선,문래,M 1261.6 1415.3 v -81,M 1261.6 1334.3 v -72.1,35,04(도시철도)
subway_a01_l02,S1(서울교통공사),2호선,영등포구청,M 1261.6 1334.3 v -72.1,M 1261.6 1262.2 v -31.1 c 0 -7.8 6.4 -14.2 14.2 -14.2 h 34.7,36,04(도시철도)
subway_a01_l02,S1(서울교통공사),2호선,당산,M 1261.6 1262.2 v -31.1 c 0 -7.8 6.4 -14.2 14.2 -14.2 h 34.7,M 1310.4 1216.9 h 94.5,37,04(도시철도)
subway_a01_l02,S1(서울교통공사),2호선,합정,M 1310.4 1216.9 h 94.5,M 1405 1216.9 h 94.5,38,04(도시철도)
subway_a01_l02,S1(서울교통공사),2호선,홍대입구,M 1405 1216.9 h 94.5,M 1499.5 1216.9 h 94.5,39,04(도시철도)
subway_a01_l02,S1(서울교통공사),2호선,신촌,M 1499.5 1216.9 h 94.5,M 1594 1216.9 h 94.5,40,04(도시철도)
subway_a01_l02,S1(서울교통공사),2호선,이대,M 1594 1216.9 h 94.5,M 1688.6 1216.9 h 94.5,41,04(도시철도)
subway_a01_l02,S1(서울교통공사),2호선,아현,M 1688.6 1216.9 h 94.5,M 1783.1 1216.9 h 94.5,42,04(도시철도)
subway_a01_l02,S1(서울교통공사),2호선,충정로(경기대입구),M 1783.1 1216.9 h 94.5,M 1877.7 1216.9 h 94.5,43,04(도시철도)
subway_a01_l02,S1(서울교통공사),2호선,성수,,M 2678.9 1415.3 h 84.5,1,04(도시철도)
subway_a01_l02,S1(서울교통공사),2호선,용답,M 2678.9 1415.3 h 84.5,M 2763.4 1415.3 h 84.5,2,04(도시철도)
subway_a01_l02,S1(서울교통공사),2호선,신답,M 2763.4 1415.3 h 84.5,M 2847.9 1415.3 h 84.5,3,04(도시철도)
subway_a01_l02,S1(서울교통공사),2호선,용두(동대문구청),M 2847.9 1415.3 h 84.5,M 2932.3 1415.3 h 84.5,4,04(도시철도)
subway_a01_l02,S1(서울교통공사),2호선,신설동,M 2932.3 1415.3 h 84.5,,5,04(도시철도)
subway_a01_l02,S1(서울교통공사),2호선,신도림,,M 1261.6 1415.3 h -84.5,1,04(도시철도)
subway_a01_l02,S1(서울교통공사),2호선,도림천,M 1261.6 1415.3 h -84.5,M 1177.1 1415.3 h -84.5,2,04(도시철도)
subway_a01_l02,S1(서울교통공사),2호선,양천구청,M 1177.1 1415.3 h -84.5,M 1092.6 1415.3 h -84.5,3,04(도시철도)
subway_a01_l02,S1(서울교통공사),2호선,신정네거리,M 1092.6 1415.3 h -84.5,M 1008.2 1415.3 h -84.5,4,04(도시철도)
subway_a01_l02,S1(서울교통공사),2호선,까치산,M 1008.2 1415.3 h -84.5,,5,04(도시철도)
subway_a01_l03,S1(서울교통공사),3호선,지축,M 1424.2 1218.7 h 55.9,M 1480.1 1218.7 h 55.9,11,04(도시철도)
subway_a01_l03,S1(서울교통공사),3호선,구파발,M 1480.1 1218.7 h 55.9,M 1536 1218.7 h 55.9,12,04(도시철도)
subway_a01_l03,S1(서울교통공사),3호선,연신내,M 1536 1218.7 h 55.9,M 1591.9 1218.7 h 55.9,13,04(도시철도)
subway_a01_l03,S1(서울교통공사),3호선,불광,M 1591.9 1218.7 h 55.9,M 1647.7 1218.7 h 55.9,14,04(도시철도)
subway_a01_l03,S1(서울교통공사),3호선,녹번,M 1647.7 1218.7 h 55.9,M 1703.6 1218.7 h 55.9,15,04(도시철도)
subway_a01_l03,S1(서울교통공사),3호선,홍제,M 1703.6 1218.7 h 55.9,M 1759.5 1218.7 h 55.9,16,04(도시철도)
subway_a01_l03,S1(서울교통공사),3호선,무악재,M 1759.5 1218.7 h 55.9,M 1815.4 1218.7 h 55.9,17,04(도시철도)
subway_a01_l01,S1(서울교통공사),1호선,청량리(서울시립대입구),M 2978.6 1215.2 l -56.4 0,M 2922.2 1215.2 h -56.4,25,04(도시철도)
subway_a01_l01,S1(서울교통공사),1호선,제기동,M 2922.2 1215.2 h -56.4,M 2865.8 1215.2 h -56.4,26,04(도시철도)
subway_a01_l01,S1(서울교통공사),1호선,신설동,M 2865.8 1215.2 h -56.4,M 2809.4 1215.2 H 2753,27,04(도시철도)
subway_a01_l01,S1(서울교통공사),1호선,동묘앞,M 2809.4 1215.2 H 2753,M 2753 1215.2 h -56.4,28,04(도시철도)
subway_a01_l01,S1(서울교통공사),1호선,동대문,M 2753 1215.2 h -56.4,M 2696.7 1215.2 h -56.4,29,04(도시철도)
subway_a01_l01,S1(서울교통공사),1호선,종로5가,M 2696.7 1215.2 h -56.4,M 2640.3 1215.2 h -56.4,30,04(도시철도)
subway_a01_l01,S1(서울교통공사),1호선,종로3가,M 2640.3 1215.2 h -56.4,M 2583.9 1215.2 h -56.4,31,04(도시철도)
subway_a01_l01,S1(서울교통공사),1호선,종각,M 2583.9 1215.2 h -56.4,M 2527.5 1215.2 h -56.4,32,04(도시철도)
subway_a01_l01,S1(서울교통공사),1호선,시청,M 2527.5 1215.2 h -56.4,M 2471.1 1215.2 h -56.4,33,04(도시철도)
subway_a01_l01,S1(서울교통공사),1호선,서울역,M 2471.1 1215.2 h -56.4,M 2414.7 1215.2 h -56.4,34,04(도시철도)
subway_a01_l01,S1(서울교통공사),1호선,청량리(서울시립대입구),M 2978.6 1215.2 l -56.4 0,M 2922.2 1215.2 h -56.4,25,04(도시철도)
subway_a01_l01,S1(서울교통공사),1호선,제기동,M 2922.2 1215.2 h -56.4,M 2865.8 1215.2 h -56.4,26,04(도시철도)
subway_a01_l01,S1(서울교통공사),1호선,신설동,M 2865.8 1215.2 h -56.4,M 2809.4 1215.2 H 2753,27,04(도시철도)
subway_a01_l01,S1(서울교통공사),1호선,동묘앞,M 2809.4 1215.2 H 2753,M 2753 1215.2 h -56.4,28,04(도시철도)
subway_a01_l01,S1(서울교통공사),1호선,동대문,M 2753 1215.2 h -56.4,M 2696.7 1215.2 h -56.4,29,04(도시철도)
subway_a01_l01,S1(서울교통공사),1호선,종로5가,M 2696.7 1215.2 h -56.4,M 2640.3 1215.2 h -56.4,30,04(도시철도)
subway_a01_l01,S1(서울교통공사),1호선,종로3가,M 2640.3 1215.2 h -56.4,M 2583.9 1215.2 h -56.4,31,04(도시철도)
subway_a01_l01,S1(서울교통공사),1호선,종각,M 2583.9 1215.2 h -56.4,M 2527.5 1215.2 h -56.4,32,04(도시철도)
area01,S1(서울교통공사),1호선,종각,M 624.3 262.9 h -23.4 h 0 c -5.9 0 -11.1 2.5 -14.8 6.6,M 586.1 269.4 c -3.2 3.6 -5.2 8.3 -5.2 13.4 l 0 0 V 301,32,04(도시철도)
area01,S1(서울교통공사),1호선,종로3가,M 641.9 262.9 h -17.6,M 624.3 262.9 h -23.4 h 0 c -5.9 0 -11.1 2.5 -14.8 6.6,31,04(도시철도)
area01,S1(서울교통공사),1호선,종로5가,M 659.9 262.9 h -18,M 641.9 262.9 h -17.6,30,04(도시철도)
area01,S1(서울교통공사),1호선,청량리(서울시립대입구),M 861.9 262.9 h -27,M 834.9 262.9 h -47.5,25,04(도시철도)
area01,S1(서울교통공사),1호선,동대문,M 704.9 262.9 h -45,M 659.9 262.9 h -18,29,04(도시철도)
area01,S1(서울교통공사),1호선,동묘앞,M 745.9 262.9 h -41,M 704.9 262.9 h -45,28,04(도시철도)
area01,S1(서울교통공사),1호선,서울역,M 580.9 301 v 65.1,M 580.9 366.1 v 48.8,34,04(도시철도)
area01,S1(서울교통공사),1호선,시청,M 586.1 269.4 c -3.2 3.6 -5.2 8.3 -5.2 13.4 l 0 0 V 301,M 580.9 301 v 65.1,33,04(도시철도)
area01,S1(서울교통공사),1호선,신설동,M 787.4 262.9 h -41.5,M 745.9 262.9 h -41,27,04(도시철도)
area01,S1(서울교통공사),1호선,제기동,M 834.9 262.9 h -47.5,M 787.4 262.9 h -41.5,26,04(도시철도)
subway_a01_l05,S1(서울교통공사),5호선,강동,M 2814.6 1416.9 h 51.2,M 2865.8 1416.9 v 43.6,39,04(도시철도)
subway_a01_l05,S1(서울교통공사),5호선,둔촌동,M 2865.8 1416.9 v 43.6,M 2865.8 1460.5 v 41.6,40,04(도시철도)
subway_a01_l05,S1(서울교통공사),5호선,올림픽공원(한국체대),M 2865.8 1460.5 v 41.6,M 2865.8 1502.1 v 41.6,41,04(도시철도)
subway_a01_l05,S1(서울교통공사),5호선,방이,M 2865.8 1502.1 v 41.6,M 2865.8 1543.6 v 41.6,42,04(도시철도)
subway_a01_l05,S1(서울교통공사),5호선,오금,M 2865.8 1543.6 v 41.6,M 2865.8 1585.2 v 15.9 c 0 7.8 6.4 14.2 14.2 14.2 h 34.8,43,04(도시철도)
subway_a01_l05,S1(서울교통공사),5호선,개롱,M 2865.8 1585.2 v 15.9 c 0 7.8 6.4 14.2 14.2 14.2 h 34.8,M 2914.8 1615.3 c 16.2 0 33.9 0 49.9 0,44,04(도시철도)
subway_a01_l01,S1(서울교통공사),1호선,청량리(서울시립대입구),M 2978.6 1215.2 l -56.4 0,M 2922.2 1215.2 h -56.4,25,04(도시철도)
subway_a01_l01,S1(서울교통공사),1호선,제기동,M 2922.2 1215.2 h -56.4,M 2865.8 1215.2 h -56.4,26,04(도시철도)
subway_a01_l07,S1(서울교통공사),7호선,도봉산,M 1967.9 1218.4 h 71.6,M 2039.5 1218.4 h 71.6,2,04(도시철도)
subway_a01_l07,S1(서울교통공사),7호선,수락산,M 2039.5 1218.4 h 71.6,M 2111 1218.4 h 71.6,3,04(도시철도)
subway_a01_l07,S1(서울교통공사),7호선,마들,M 2111 1218.4 h 71.6,M 2182.6 1218.4 h 71.6,4,04(도시철도)
subway_a01_l07,S1(서울교통공사),7호선,노원,M 2182.6 1218.4 h 71.6,M 2254.2 1218.4 h 71.6,5,04(도시철도)
subway_a01_l07,S1(서울교통공사),7호선,중계,M 2254.2 1218.4 h 71.6,M 2325.7 1218.4 h 71.6,6,04(도시철도)
subway_a01_l07,S1(서울교통공사),7호선,하계,M 2325.7 1218.4 h 71.6,M 2397.3 1218.4 h 71.6,7,04(도시철도)
subway_a01_l07,S1(서울교통공사),7호선,공릉(서울과학기술대),M 2397.3 1218.4 h 71.6,M 2468.9 1218.4 h 71.6,8,04(도시철도)
subway_a01_l07,S1(서울교통공사),7호선,태릉입구,M 2468.9 1218.4 h 71.6,M 2540.5 1218.4 h 71.6,9,04(도시철도)
subway_a01_l07,S1(서울교통공사),7호선,먹골,M 2540.5 1218.4 h 71.6,M 2612 1218.4 h 71.6,10,04(도시철도)
subway_a01_l07,S1(서울교통공사),7호선,중화,M 2612 1218.4 h 71.6,M 2683.6 1218.4 h 71.6,11,04(도시철도)
subway_a01_l07,S1(서울교통공사),7호선,상봉(시외버스터미널),M 2683.6 1218.4 h 71.6,M 2755.2 1218.4 h 71.6,12,04(도시철도)
