SVG파일명,철도운영기관코드,선명,역명,상행경로값,하행경로값,역SVG순서,철도운영구분코드
subway_a01_lA1,AR(공항철도주식회사),공항철도,서울역,,M 3015.1 1417.2 h -190.3,1,04(도시철도)
area01,AR(공항철도주식회사),공항철도,홍대입구,M 538.9 389.9 l -60.9 0 v 0 c -11 0 -20 -9 -20 -20 h 0 v -14.4,M 457.9 355.6 v -60 l 0 0 h 0 c 0 -11 -9 -20 -20 -20 h -28.5,3,04(도시철도)
subway_a01_lA1,AR(공항철도주식회사),공항철도,홍대입구,M 2824.8 1417.2 h -190.3,M 2634.5 1417.2 h -190.3,3,04(도시철도)
subway_a01_lA1,AR(공항철도주식회사),공항철도,디지털미디어시티,M 2634.5 1417.2 h -190.3,M 2444.2 1417.2 h -190.3,4,04(도시철도)
subway_a01_lA1,AR(공항철도주식회사),공항철도,김포공항,M 2444.2 1417.2 h -190.3,M 2253.9 1417.2 h -190.3,5,04(도시철도)
subway_a01_lA1,AR(공항철도주식회사),공항철도,계양,M 2253.9 1417.2 h -190.3,M 2063.7 1417.2 h -190.3,6,04(도시철도)
subway_a01_lA1,AR(공항철도주식회사),공항철도,검암,M 2063.7 1417.2 h -190.3,M 1873.4 1417.2 h -190.3,7,04(도시철도)
subway_a01_lA1,AR(공항철도주식회사),공항철도,청라국제도시,M 1873.4 1417.2 h -190.3,M 1683.1 1417.2 h -190.3,8,04(도시철도)
subway_a01_lA1,AR(공항철도주식회사),공항철도,영종,M 1683.1 1417.2 h -190.3,M 1492.8 1417.2 h -190.3,9,04(도시철도)
subway_a01_lA1,AR(공항철도주식회사),공항철도,운서,M 1492.8 1417.2 h -190.3,M 1302.5 1417.2 h -190.3,10,04(도시철도)
subway_a01_lA1,AR(공항철도주식회사),공항철도,공항화물청사,M 1302.5 1417.2 h -190.3,M 1112.2 1417.2 H 922,11,04(도시철도)
subway_a01_lA1,AR(공항철도주식회사),공항철도,인천공항1터미널,M 1112.2 1417.2 H 922,,12,04(도시철도)
area01,AR(공항철도주식회사),공항철도,검암,M 172.4 275.6 h -3.5 c -11 0 -20 9 -20 20 v 0 v 130.8,M 148.9 426.4 v 58.2,7,04(도시철도)
area01,AR(공항철도주식회사),공항철도,계양,M 271.9 275.6 h -99.5,M 172.4 275.6 h -3.5 c -11 0 -20 9 -20 20 v 0 v 130.8,6,04(도시철도)
area01,AR(공항철도주식회사),공항철도,공덕,M 574.9 366.1 v 3.9 c 0 11 -9 20 -20 20 h -16.1,M 538.9 389.9 l -60.9 0 v 0 c -11 0 -20 -9 -20 -20 h 0 v -14.4,2,04(도시철도)
area01,AR(공항철도주식회사),공항철도,공항화물청사,M 148.9 681.8 v 22,M 148.9 703.8 V 731,11,04(도시철도)
area01,AR(공항철도주식회사),공항철도,김포공항,M 409.4 275.6 H 271.9,M 271.9 275.6 h -99.5,5,04(도시철도)
area01,AR(공항철도주식회사),공항철도,디지털미디어시티,M 457.9 355.6 v -60 l 0 0 h 0 c 0 -11 -9 -20 -20 -20 h -28.5,M 409.4 275.6 H 271.9,4,04(도시철도)
area01,AR(공항철도주식회사),공항철도,서울역,,M 574.9 366.1 v 3.9 c 0 11 -9 20 -20 20 h -16.1,1,04(도시철도)
area01,AR(공항철도주식회사),공항철도,영종,M 148.9 484.5 v 175.2,M 148.9 659.7 v 22,9,04(도시철도)
area01,AR(공항철도주식회사),공항철도,운서,M 148.9 659.7 v 22,M 148.9 681.8 v 22,10,04(도시철도)
area01,AR(공항철도주식회사),공항철도,인천공항1터미널,M 148.9 703.8 V 731,M 148.9 731 v 31.9,12,04(도시철도)
area01,AR(공항철도주식회사),공항철도,인천공항2터미널,M 148.9 731 v 31.9,,13,04(도시철도)
area01,AR(공항철도주식회사),공항철도,청라국제도시,M 148.9 426.4 v 58.2,M 148.9 484.5 v 175.2,8,04(도시철도)
subway_a01_lA1,AR(공항철도주식회사),공항철도,공덕,M 3015.1 1417.2 h -190.3,M 2824.8 1417.2 h -190.3,2,04(도시철도)
area02,BG(부산김해경전철주식회사),부산김해경전철,사상(서부터미널),,M 356.9 539.8 h -48.5,1,04(도시철도)
subway_a02_lB1,BG(부산김해경전철주식회사),부산김해경전철,인제대(활천),M 1863.9 1417.2 h -104.7,M 1759.2 1417.2 h -104.7,13,04(도시철도)
area02,BG(부산김해경전철주식회사),부산김해경전철,서부산유통지구(금호마을),M 308.5 539.8 h -44.6,M 263.8 539.8 h -23.3 c -7.8 0 -14.2 -6.4 -14.2 -14.2 V 504,3,04(도시철도)
area02,BG(부산김해경전철주식회사),부산김해경전철,공항,M 263.8 539.8 h -23.3 c -7.8 0 -14.2 -6.4 -14.2 -14.2 V 504,M 226.3 504 v -50.4,4,04(도시철도)
area02,BG(부산김해경전철주식회사),부산김해경전철,덕두,M 226.3 504 v -50.4,M 226.3 453.7 v -50.4,5,04(도시철도)
area02,BG(부산김해경전철주식회사),부산김해경전철,등구,M 226.3 453.7 v -50.4,M 226.3 403.3 v -56.1,6,04(도시철도)
area02,BG(부산김해경전철주식회사),부산김해경전철,대저,M 226.3 403.3 v -56.1,M 226.3 347.2 l -29.9 0,7,04(도시철도)
area02,BG(부산김해경전철주식회사),부산김해경전철,평강,M 226.3 347.2 l -29.9 0,M 196.4 347.2 l -24.6 0,8,04(도시철도)
area02,BG(부산김해경전철주식회사),부산김해경전철,대사,M 196.4 347.2 l -24.6 0,M 171.9 347.2 l -24.6 0,9,04(도시철도)
area02,BG(부산김해경전철주식회사),부산김해경전철,불암,M 171.9 347.2 l -24.6 0,M 147.3 347.2 l -24.6 0,10,04(도시철도)
area02,BG(부산김해경전철주식회사),부산김해경전철,지내,M 147.3 347.2 l -24.6 0,M 122.7 347.2 c 0 0 -6.1 0 -13.5 0 c -7.4 0 -13.5 -5.8 -13.5 -12.9 c 0 -7.1 0 -12.9 0 -12.9,11,04(도시철도)
area02,BG(부산김해경전철주식회사),부산김해경전철,김해대학(안동),M 122.7 347.2 c 0 0 -6.1 0 -13.5 0 c -7.4 0 -13.5 -5.8 -13.5 -12.9 c 0 -7.1 0 -12.9 0 -12.9,M 95.7 321.4 v -25.6,12,04(도시철도)
area02,BG(부산김해경전철주식회사),부산김해경전철,인제대(활천),M 95.7 321.4 v -25.6,M 95.7 295.8 v -25.5,13,04(도시철도)
area02,BG(부산김해경전철주식회사),부산김해경전철,김해시청,M 95.7 295.8 v -25.5,M 95.7 270.3 v -25.5,14,04(도시철도)
area02,BG(부산김해경전철주식회사),부산김해경전철,부원,M 95.7 270.3 v -25.5,M 95.7 244.8 v -25.5,15,04(도시철도)
area02,BG(부산김해경전철주식회사),부산김해경전철,봉황(김해여객터미널),M 95.7 244.8 v -25.5,M 95.7 219.3 v -25.5,16,04(도시철도)
area02,BG(부산김해경전철주식회사),부산김해경전철,수로왕릉(김해보건소),M 95.7 219.3 v -25.5,M 95.7 193.7 v -25.5,17,04(도시철도)
area02,BG(부산김해경전철주식회사),부산김해경전철,박물관,M 95.7 193.7 v -25.5,M 95.7 168.2 v -25.5,18,04(도시철도)
area02,BG(부산김해경전철주식회사),부산김해경전철,연지공원,M 95.7 168.2 v -25.5,M 95.7 142.7 v -25.8,19,04(도시철도)
area02,BG(부산김해경전철주식회사),부산김해경전철,장신대(화정),M 95.7 142.7 v -25.8,M 95.7 116.9 V 91.6,20,04(도시철도)
area02,BG(부산김해경전철주식회사),부산김해경전철,가야대(삼계),M 95.7 116.9 V 91.6,,21,04(도시철도)
area02_BG,BG(부산김해경전철주식회사),부산김해경전철,사상(서부터미널),,M 356.9 539.8 h -48.5,1,04(도시철도)
area02_BG,BG(부산김해경전철주식회사),부산김해경전철,괘법르네시떼(강변공원),M 356.9 539.8 h -48.5,M 308.5 539.8 h -44.6,2,04(도시철도)
area02_BG,BG(부산김해경전철주식회사),부산김해경전철,서부산유통지구(금호마을),M 308.5 539.8 h -44.6,M 263.8 539.8 h -23.3 c -7.8 0 -14.2 -6.4 -14.2 -14.2 V 504,3,04(도시철도)
area02_BG,BG(부산김해경전철주식회사),부산김해경전철,공항,M 263.8 539.8 h -23.3 c -7.8 0 -14.2 -6.4 -14.2 -14.2 V 504,M 226.3 504 v -50.4,4,04(도시철도)
area02_BG,BG(부산김해경전철주식회사),부산김해경전철,덕두,M 226.3 504 v -50.4,M 226.3 453.7 v -50.4,5,04(도시철도)
area02_BG,BG(부산김해경전철주식회사),부산김해경전철,등구,M 226.3 453.7 v -50.4,M 226.3 403.3 v -56.1,6,04(도시철도)
area02_BG,BG(부산김해경전철주식회사),부산김해경전철,대저,M 226.3 403.3 v -56.1,M 226.3 347.2 l -29.9 0,7,04(도시철도)
area02_BG,BG(부산김해경전철주식회사),부산김해경전철,평강,M 226.3 347.2 l -29.9 0,M 196.4 347.2 l -24.6 0,8,04(도시철도)
area02_BG,BG(부산김해경전철주식회사),부산김해경전철,대사,M 196.4 347.2 l -24.6 0,M 171.9 347.2 l -24.6 0,9,04(도시철도)
area02_BG,BG(부산김해경전철주식회사),부산김해경전철,불암,M 171.9 347.2 l -24.6 0,M 147.3 347.2 l -24.6 0,10,04(도시철도)
area02_BG,BG(부산김해경전철주식회사),부산김해경전철,지내,M 147.3 347.2 l -24.6 0,M 122.7 347.2 c 0 0 -6.1 0 -13.5 0 c -7.4 0 -13.5 -5.8 -13.5 -12.9 c 0 -7.1 0 -12.9 0 -12.9,11,04(도시철도)
area02_BG,BG(부산김해경전철주식회사),부산김해경전철,김해대학(안동),M 122.7 347.2 c 0 0 -6.1 0 -13.5 0 c -7.4 0 -13.5 -5.8 -13.5 -12.9 c 0 -7.1 0 -12.9 0 -12.9,M 95.7 321.4 v -25.6,12,04(도시철도)
area02_BG,BG(부산김해경전철주식회사),부산김해경전철,인제대(활천),M 95.7 321.4 v -25.6,M 95.7 295.8 v -25.5,13,04(도시철도)
area02_BG,BG(부산김해경전철주식회사),부산김해경전철,김해시청,M 95.7 295.8 v -25.5,M 95.7 270.3 v -25.5,14,04(도시철도)
area02_BG,BG(부산김해경전철주식회사),부산김해경전철,부원,M 95.7 270.3 v -25.5,M 95.7 244.8 v -25.5,15,04(도시철도)
area02_BG,BG(부산김해경전철주식회사),부산김해경전철,봉황(김해여객터미널),M 95.7 244.8 v -25.5,M 95.7 219.3 v -25.5,16,04(도시철도)
area02_BG,BG(부산김해경전철주식회사),부산김해경전철,수로왕릉(김해보건소),M 95.7 219.3 v -25.5,M 95.7 193.7 v -25.5,17,04(도시철도)
area02_BG,BG(부산김해경전철주식회사),부산김해경전철,박물관,M 95.7 193.7 v -25.5,M 95.7 168.2 v -25.5,18,04(도시철도)
area02_BG,BG(부산김해경전철주식회사),부산김해경전철,연지공원,M 95.7 168.2 v -25.5,M 95.7 142.7 v -25.8,19,04(도시철도)
area02_BG,BG(부산김해경전철주식회사),부산김해경전철,장신대(화정),M 95.7 142.7 v -25.8,M 95.7 116.9 V 91.6,20,04(도시철도)
area02_BG,BG(부산김해경전철주식회사),부산김해경전철,가야대(삼계),M 95.7 116.9 V 91.6,,21,04(도시철도)
subway_a02_lB1,BG(부산김해경전철주식회사),부산김해경전철,김해시청,M 1759.2 1417.2 h -104.7,M 1654.6 1417.2 h -104.7,14,04(도시철도)
subway_a02_lB1,BG(부산김해경전철주식회사),부산김해경전철,부원,M 1654.6 1417.2 h -104.7,M 1549.9 1417.2 h -104.7,15,04(도시철도)
subway_a02_lB1,BG(부산김해경전철주식회사),부산김해경전철,봉황(김해여객터미널),M 1549.9 1417.2 h -104.7,M 1445.2 1417.2 h -104.7,16,04(도시철도)
subway_a02_lB1,BG(부산김해경전철주식회사),부산김해경전철,수로왕릉(김해보건소),M 1445.2 1417.2 h -104.7,M 1340.6 1417.2 h -104.7,17,04(도시철도)
subway_a02_lB1,BG(부산김해경전철주식회사),부산김해경전철,박물관,M 1340.6 1417.2 h -104.7,M 1235.9 1417.2 h -104.7,18,04(도시철도)
subway_a02_lB1,BG(부산김해경전철주식회사),부산김해경전철,연지공원,M 1235.9 1417.2 h -104.7,M 1131.3 1417.2 h -104.7,19,04(도시철도)
subway_a02_lB1,BG(부산김해경전철주식회사),부산김해경전철,장신대(화정),M 1131.3 1417.2 h -104.7,M 1026.6 1417.2 H 922,20,04(도시철도)
subway_a02_lB1,BG(부산김해경전철주식회사),부산김해경전철,가야대(삼계),M 1026.6 1417.2 H 922,,21,04(도시철도)
subway_a02_lB1,BG(부산김해경전철주식회사),부산김해경전철,사상(서부터미널),,M 3015.1 1417.2 h -104.7,1,04(도시철도)
subway_a02_lB1,BG(부산김해경전철주식회사),부산김해경전철,괘법르네시떼(강변공원),M 3015.1 1417.2 h -104.7,M 2910.4 1417.2 h -104.7,2,04(도시철도)
subway_a02_lB1,BG(부산김해경전철주식회사),부산김해경전철,서부산유통지구(금호마을),M 2910.4 1417.2 h -104.7,M 2805.8 1417.2 h -104.7,3,04(도시철도)
subway_a02_lB1,BG(부산김해경전철주식회사),부산김해경전철,공항,M 2805.8 1417.2 h -104.7,M 2701.1 1417.2 h -104.7,4,04(도시철도)
subway_a02_lB1,BG(부산김해경전철주식회사),부산김해경전철,덕두,M 2701.1 1417.2 h -104.7,M 2596.5 1417.2 h -104.7,5,04(도시철도)
subway_a02_lB1,BG(부산김해경전철주식회사),부산김해경전철,등구,M 2596.5 1417.2 h -104.7,M 2491.8 1417.2 h -104.7,6,04(도시철도)
subway_a02_lB1,BG(부산김해경전철주식회사),부산김해경전철,대저,M 2491.8 1417.2 h -104.7,M 2387.1 1417.2 h -104.7,7,04(도시철도)
subway_a02_lB1,BG(부산김해경전철주식회사),부산김해경전철,평강,M 2387.1 1417.2 h -104.7,M 2282.5 1417.2 h -104.7,8,04(도시철도)
subway_a02_lB1,BG(부산김해경전철주식회사),부산김해경전철,대사,M 2282.5 1417.2 h -104.7,M 2177.8 1417.2 h -104.7,9,04(도시철도)
subway_a02_lB1,BG(부산김해경전철주식회사),부산김해경전철,불암,M 2177.8 1417.2 h -104.7,M 2073.2 1417.2 h -104.7,10,04(도시철도)
subway_a02_lB1,BG(부산김해경전철주식회사),부산김해경전철,지내,M 2073.2 1417.2 h -104.7,M 1968.5 1417.2 h -104.7,11,04(도시철도)
subway_a02_lB1,BG(부산김해경전철주식회사),부산김해경전철,김해대학(안동),M 1968.5 1417.2 h -104.7,M 1863.9 1417.2 h -104.7,12,04(도시철도)
area02,BG(부산김해경전철주식회사),부산김해경전철,괘법르네시떼(강변공원),M 356.9 539.8 h -48.5,M 308.5 539.8 h -44.6,2,04(도시철도)
area02,BS(부산교통공사),2호선,남양산(범어),M 356.9 141.1 v -24.8,M 356.9 116.3 V 91.6,42,04(도시철도)
area02,BS(부산교통공사),2호선,양산(시청.동원과학기술대학교),M 356.9 116.3 V 91.6,,43,04(도시철도)
area02,BS(부산교통공사),3호선,수영,,M 879.5 430 h -65.6,1,04(도시철도)
area02,BS(부산교통공사),3호선,망미(병무청),M 879.5 430 h -65.6,M 813.9 430 h -65.8,2,04(도시철도)
area02,BS(부산교통공사),3호선,배산,M 813.9 430 h -65.8,M 748.2 430 h -65.7,3,04(도시철도)
area02,BS(부산교통공사),3호선,물만골,M 748.2 430 h -65.7,M 682.4 430 h -64.2,4,04(도시철도)
area02,BS(부산교통공사),3호선,연산,M 682.4 430 h -64.2,M 618.2 430 h -39.8,5,04(도시철도)
area02,BS(부산교통공사),3호선,거제(법원.검찰청),M 618.2 430 h -39.8,M 578.5 430 l -23.7 0 c -7.8 0 -14.2 -5.8 -14.2 -12.9 c 0 -7.1 0 -12.9 0 -12.9,6,04(도시철도)
area02,BS(부산교통공사),3호선,종합운동장,M 578.5 430 l -23.7 0 c -7.8 0 -14.2 -5.8 -14.2 -12.9 c 0 -7.1 0 -12.9 0 -12.9,M 540.6 404.3 v -22.9,7,04(도시철도)
area02,BS(부산교통공사),3호선,사직,M 540.6 404.3 v -22.9,M 540.6 381.4 v -34.2,8,04(도시철도)
area02,BS(부산교통공사),3호선,미남,M 540.6 381.4 v -34.2,M 540.6 347.2 h -46.2,9,04(도시철도)
area02,BS(부산교통공사),3호선,만덕,M 540.6 347.2 h -46.2,M 494.4 347.2 h -45.2,10,04(도시철도)
area02,BS(부산교통공사),3호선,남산정(부산폴리텍대학),M 494.4 347.2 h -45.2,M 449.2 347.2 h -45.3,11,04(도시철도)
area02,BS(부산교통공사),3호선,숙등(부민병원),M 449.2 347.2 h -45.3,M 403.9 347.2 h -47,12,04(도시철도)
area02,BS(부산교통공사),3호선,덕천(부산과기대),M 403.9 347.2 h -47,M 356.9 347.2 h -36,13,04(도시철도)
area02,BS(부산교통공사),3호선,구포,M 356.9 347.2 h -36,M 320.9 347.2 h -31.4,14,04(도시철도)
area02,BS(부산교통공사),3호선,강서구청,M 320.9 347.2 h -31.4,M 289.5 347.2 h -31.4,15,04(도시철도)
area02,BS(부산교통공사),3호선,체육공원,M 289.5 347.2 h -31.4,M 258.1 347.2 h -31.8,16,04(도시철도)
area02,BS(부산교통공사),3호선,대저,M 258.1 347.2 h -31.8,,17,04(도시철도)
area02,BS(부산교통공사),4호선,미남,,M 540.6 347.2 l 77.6 0,1,04(도시철도)
area02,BS(부산교통공사),4호선,동래,M 540.6 347.2 l 77.6 0,M 618.2 347.2 l 51.7 0,2,04(도시철도)
area02,BS(부산교통공사),1호선,중앙,M 544.7 678.5 h 26.8,M 571.5 678.5 h 26.8,18,04(도시철도)
area02,BS(부산교통공사),1호선,부산,M 571.5 678.5 h 26.8,M 598.4 678.5 c 0 0 4.5 0 9.9 0 c 5.5 0 9.9 -4.5 9.9 -10 s 0 -10 0 -10,19,04(도시철도)
area02,BS(부산교통공사),1호선,초량,M 598.4 678.5 c 0 0 4.5 0 9.9 0 c 5.5 0 9.9 -4.5 9.9 -10 s 0 -10 0 -10,M 618.2 658.4 l 0 -22.2,20,04(도시철도)
area02,BS(부산교통공사),1호선,부산진,M 618.2 658.4 l 0 -22.2,M 618.2 636.2 V 614,21,04(도시철도)
area02,BS(부산교통공사),1호선,좌천,M 618.2 636.2 V 614,M 618.2 614 v -22.2,22,04(도시철도)
area02,BS(부산교통공사),1호선,범일,M 618.2 614 v -22.2,M 618.2 591.8 v -22.2,23,04(도시철도)
area02,BS(부산교통공사),1호선,범내골,M 618.2 591.8 v -22.2,M 618.2 569.6 v -36.8,24,04(도시철도)
area02,BS(부산교통공사),1호선,서면,M 618.2 569.6 v -36.8,M 618.2 532.8 V 505,25,04(도시철도)
area02,BS(부산교통공사),1호선,부전(부산시민공원.송상현광장),M 618.2 532.8 V 505,M 618.2 505 v -20.8,26,04(도시철도)
area02,BS(부산교통공사),1호선,양정,M 618.2 505 v -20.8,M 618.2 484.2 v -20.8,27,04(도시철도)
area02,BS(부산교통공사),1호선,시청(연제),M 618.2 484.2 v -20.8,M 618.2 463.3 v -26.3,28,04(도시철도)
area02,BS(부산교통공사),1호선,연산,M 618.2 463.3 v -26.3,M 618.2 437.1 v -41.4,29,04(도시철도)
area02,BS(부산교통공사),1호선,교대,M 618.2 437.1 v -41.4,M 618.2 395.6 v -41.4,30,04(도시철도)
area02,BS(부산교통공사),1호선,동래,M 618.2 395.6 v -41.4,M 618.2 354.2 l 0 -42.9,31,04(도시철도)
area02,BS(부산교통공사),1호선,명륜,M 618.2 354.2 l 0 -42.9,M 618.2 311.4 v -27.5,32,04(도시철도)
area02,BS(부산교통공사),1호선,온천장,M 618.2 311.4 v -27.5,M 618.2 283.9 v -27.4,33,04(도시철도)
area02,BS(부산교통공사),1호선,부산대,M 618.2 283.9 v -27.4,M 618.2 256.4 v -27.5,34,04(도시철도)
area02,BS(부산교통공사),1호선,장전(부산가톨릭대학교),M 618.2 256.4 v -27.5,M 618.2 228.9 v -27.4,35,04(도시철도)
area02,BS(부산교통공사),1호선,구서,M 618.2 228.9 v -27.4,M 618.2 201.5 V 174,36,04(도시철도)
area02,BS(부산교통공사),1호선,두실,M 618.2 201.5 V 174,M 618.2 174 v -27.5,37,04(도시철도)
area02,BS(부산교통공사),1호선,남산(부산외국대학교),M 618.2 174 v -27.5,M 618.2 146.5 v -27.4,38,04(도시철도)
area02,BS(부산교통공사),1호선,범어사,M 618.2 146.5 v -27.4,M 618.2 119.1 V 91.6,39,04(도시철도)
area02,BS(부산교통공사),1호선,노포(종합버스터미널),M 618.2 119.1 V 91.6,,40,04(도시철도)
area02,BS(부산교통공사),2호선,장산(해운대백병원),,M 1177.9 395.6 l -46.2 0,1,04(도시철도)
area02,BS(부산교통공사),2호선,중동,M 1177.9 395.6 l -46.2 0,M 1131.7 395.6 h -46.1,2,04(도시철도)
area02,BS(부산교통공사),2호선,해운대,M 1131.7 395.6 h -46.1,M 1085.6 395.6 l -46.2 0,3,04(도시철도)
area02,BS(부산교통공사),2호선,동백,M 1085.6 395.6 l -46.2 0,M 1039.4 395.6 l -48.5 0,4,04(도시철도)
area02,BS(부산교통공사),2호선,벡스코(시립미술관),M 1039.4 395.6 l -48.5 0,M 990.9 395.6 l -41 0,5,04(도시철도)
area02,BS(부산교통공사),2호선,센텀시티(BEXCO.신세계),M 990.9 395.6 l -41 0,M 949.9 395.6 h -40,6,04(도시철도)
area02,BS(부산교통공사),2호선,민락,M 949.9 395.6 h -40,M 909.9 395.6 h -16.2 c -7.8 0 -14.2 6.4 -14.2 14.2 V 430,7,04(도시철도)
area02,BS(부산교통공사),2호선,수영,M 909.9 395.6 h -16.2 c -7.8 0 -14.2 6.4 -14.2 14.2 V 430,M 879.5 430 v 51,8,04(도시철도)
area02,BS(부산교통공사),2호선,광안,M 879.5 430 v 51,M 879.5 481 v 36.1,9,04(도시철도)
area02,BS(부산교통공사),2호선,금련산,M 879.5 481 v 36.1,M 879.5 517.1 v 36.1,10,04(도시철도)
area02,BS(부산교통공사),2호선,남천(KBS.수영구청),M 879.5 517.1 v 36.1,M 879.5 553.2 v 36,11,04(도시철도)
area02,BS(부산교통공사),2호선,경성대.부경대(동명대학교),M 879.5 553.2 v 36,M 879.5 589.2 v 19.2 c 0 7.8 -6.4 14.2 -14.2 14.2 h -16,12,04(도시철도)
area02,BS(부산교통공사),2호선,대연(고려병원),M 879.5 589.2 v 19.2 c 0 7.8 -6.4 14.2 -14.2 14.2 h -16,M 849.3 622.7 h -41.5,13,04(도시철도)
area02,BS(부산교통공사),2호선,못골(남구청),M 849.3 622.7 h -41.5,M 807.9 622.7 h -41.5,14,04(도시철도)
area02,BS(부산교통공사),2호선,지게골,M 807.9 622.7 h -41.5,M 766.4 622.7 h -41.5,15,04(도시철도)
area02,BS(부산교통공사),2호선,문현,M 766.4 622.7 h -41.5,M 724.9 622.7 h -15.8 c -7.8 0 -14.2 -6.4 -14.2 -14.2 v -29,16,04(도시철도)
area02,BS(부산교통공사),2호선,국제금융센터.부산은행,M 724.9 622.7 h -15.8 c -7.8 0 -14.2 -6.4 -14.2 -14.2 v -29,M 694.9 579.5 l 0 -25.5 c 0 -7.8 -6.4 -14.2 -14.2 -14.2 l -24.8 0,17,04(도시철도)
area02,BS(부산교통공사),2호선,전포,M 694.9 579.5 l 0 -25.5 c 0 -7.8 -6.4 -14.2 -14.2 -14.2 l -24.8 0,M 655.9 539.8 h -37.7,18,04(도시철도)
area02,BS(부산교통공사),2호선,서면,M 655.9 539.8 h -37.7,M 618.2 539.8 H 582,19,04(도시철도)
area02,BS(부산교통공사),2호선,부암(온종합병원),M 618.2 539.8 H 582,M 582 539.8 h -31.5,20,04(도시철도)
area02,BS(부산교통공사),2호선,가야,M 582 539.8 h -31.5,M 550.5 539.8 H 519,21,04(도시철도)
area02,BS(부산교통공사),2호선,동의대,M 550.5 539.8 H 519,M 519 539.8 h -31.5,22,04(도시철도)
area02,BS(부산교통공사),2호선,개금,M 519 539.8 h -31.5,M 487.4 539.8 h -31.5,23,04(도시철도)
area02,BS(부산교통공사),2호선,냉정,M 487.4 539.8 h -31.5,M 455.9 539.8 h -31.5,24,04(도시철도)
area02,BS(부산교통공사),2호선,주례,M 455.9 539.8 h -31.5,M 424.4 539.8 h -31.5,25,04(도시철도)
area02,BS(부산교통공사),2호선,감전(사상구청),M 424.4 539.8 h -31.5,M 392.9 539.8 h -36,26,04(도시철도)
area02,BS(부산교통공사),2호선,사상(서부터미널),M 392.9 539.8 h -36,M 356.9 539.8 v -40.3,27,04(도시철도)
area02,BS(부산교통공사),2호선,덕포,M 356.9 539.8 v -40.3,M 356.9 499.5 v -28.1,28,04(도시철도)
area02,BS(부산교통공사),2호선,모덕,M 356.9 499.5 v -28.1,M 356.9 471.4 v -28.1,29,04(도시철도)
area02,BS(부산교통공사),2호선,모라,M 356.9 471.4 v -28.1,M 356.9 443.3 v -28.1,30,04(도시철도)
area02,BS(부산교통공사),2호선,구남,M 356.9 443.3 v -28.1,M 356.9 415.2 v -28.1,31,04(도시철도)
area02,BS(부산교통공사),2호선,구명,M 356.9 415.2 v -28.1,M 356.9 387.1 v -32.9,32,04(도시철도)
area02,BS(부산교통공사),2호선,덕천(부산과기대),M 356.9 387.1 v -32.9,M 356.9 354.2 v -39.8,33,04(도시철도)
area02,BS(부산교통공사),2호선,수정(방송통신대),M 356.9 354.2 v -39.8,M 356.9 314.3 v -24.8,34,04(도시철도)
area02,BS(부산교통공사),2호선,화명,M 356.9 314.3 v -24.8,M 356.9 289.6 v -24.8,35,04(도시철도)
area02,BS(부산교통공사),2호선,율리,M 356.9 289.6 v -24.8,M 356.9 264.8 v -24.8,36,04(도시철도)
area02,BS(부산교통공사),2호선,동원,M 356.9 264.8 v -24.8,M 356.9 240.1 v -24.8,37,04(도시철도)
area02,BS(부산교통공사),2호선,금곡,M 356.9 240.1 v -24.8,M 356.9 215.3 v -24.8,38,04(도시철도)
area02,BS(부산교통공사),2호선,호포,M 356.9 215.3 v -24.8,M 356.9 190.6 v -24.8,39,04(도시철도)
area02,BS(부산교통공사),2호선,증산,M 356.9 190.6 v -24.8,M 356.9 165.8 v -24.8,40,04(도시철도)
area02,BS(부산교통공사),2호선,부산대양산캠퍼스,M 356.9 165.8 v -24.8,M 356.9 141.1 v -24.8,41,04(도시철도)
area02_BG,BS(부산교통공사),1호선,토성,M 464.2 678.5 H 491,M 491 678.5 h 26.8,15,04(도시철도)
area02_BG,BS(부산교통공사),1호선,자갈치,M 491 678.5 h 26.8,M 517.9 678.5 h 26.8,16,04(도시철도)
area02_BG,BS(부산교통공사),1호선,남포,M 517.9 678.5 h 26.8,M 544.7 678.5 h 26.8,17,04(도시철도)
area02_BG,BS(부산교통공사),1호선,중앙,M 544.7 678.5 h 26.8,M 571.5 678.5 h 26.8,18,04(도시철도)
area02_BG,BS(부산교통공사),1호선,부산,M 571.5 678.5 h 26.8,M 598.4 678.5 c 0 0 4.5 0 9.9 0 c 5.5 0 9.9 -4.5 9.9 -10 s 0 -10 0 -10,19,04(도시철도)
area02_BG,BS(부산교통공사),1호선,초량,M 598.4 678.5 c 0 0 4.5 0 9.9 0 c 5.5 0 9.9 -4.5 9.9 -10 s 0 -10 0 -10,M 618.2 658.4 l 0 -22.2,20,04(도시철도)
area02_BG,BS(부산교통공사),1호선,부산진,M 618.2 658.4 l 0 -22.2,M 618.2 636.2 V 614,21,04(도시철도)
area02_BG,BS(부산교통공사),1호선,좌천,M 618.2 636.2 V 614,M 618.2 614 v -22.2,22,04(도시철도)
area02_BG,BS(부산교통공사),1호선,범일,M 618.2 614 v -22.2,M 618.2 591.8 v -22.2,23,04(도시철도)
area02_BG,BS(부산교통공사),1호선,범내골,M 618.2 591.8 v -22.2,M 618.2 569.6 v -36.8,24,04(도시철도)
area02_BG,BS(부산교통공사),1호선,서면,M 618.2 569.6 v -36.8,M 618.2 532.8 V 505,25,04(도시철도)
area02_BG,BS(부산교통공사),1호선,부전(부산시민공원.송상현광장),M 618.2 532.8 V 505,M 618.2 505 v -20.8,26,04(도시철도)
