station_id,line_id,x,y,station_name_ko,label_dx,label_dy,source_id,source_url
station-0fdb9cfd58c7,line-8604048b6430,4040,6005,"동탄",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-11b135e75c83,line-8604048b6430,4248,3240,"수서",-1,-18,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-2af75c3d707b,line-8604048b6430,3168,2520,"서울역",-58,39,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-33476e92e4e7,line-8604048b6430,2772,1908,"연신내",-62,34,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-3cdfc30d6e28,line-8604048b6430,1354,1505,"킨텍스",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-7d47928260ef,line-8604048b6430,4285,4104,"성남",21,-13,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-81c83769f883,line-8604048b6430,1181,983,"운정중앙",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-a935653a9a38,line-8604048b6430,1853,1814,"대곡",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-a99587157d2e,line-8604048b6430,4212,5040,"구성",23,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-0c76cb09c3c0,line-98718184f016,869,4019,"동춘",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-1c398a36808a,line-98718184f016,900,3924,"원인재",-1,-20,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-1e58bb30ac58,line-98718184f016,652,4134,"캠퍼스타운",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-2671dacf496f,line-98718184f016,1296,2340,"계양",12,-16,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-2e8d89fbaa44,line-98718184f016,1322,2628,"임학",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-3aaa7649fbf8,line-98718184f016,1042,3537,"예술회관",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-3eb92ae69e48,line-98718184f016,1188,3168,"부평",23,-13,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-423d71b94cdc,line-98718184f016,1008,3455,"인천시청",-62,76,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-4505da5ce301,line-98718184f016,1076,3408,"간석오거리",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-45d15ac4ee45,line-98718184f016,632,4249,"테크노파크",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-465aecb00f28,line-98718184f016,1402,2424,"귤현",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-5acf597709aa,line-98718184f016,976,3903,"신연수",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-662a880cfe7d,line-98718184f016,1188,2952,"부평구청",-64,75,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-730cfed01305,line-98718184f016,1163,3251,"동수",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-7a747e66f553,line-98718184f016,1042,3687,"문학경기장",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-87388ef56c72,line-98718184f016,1239,2568,"계산",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-8fa13d346ce0,line-98718184f016,424,4225,"인천대입구",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-96662c458aac,line-98718184f016,1222,3064,"부평시장",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-9dd454f6e60c,line-98718184f016,800,4084,"동막",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-a736f7816a86,line-98718184f016,1042,3608,"인천터미널",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-ae1223d60f61,line-98718184f016,463,4290,"지식정보단지",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-d7f69f7c818a,line-98718184f016,1114,3290,"부평삼거리",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-d8e8f695dd92,line-98718184f016,1086,2742,"경인교대입구",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-dabe25cae92a,line-98718184f016,1042,3761,"선학",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-dc474ca1fe74,line-98718184f016,268,4068,"송도달빛축제공원",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-dc9b41ca470c,line-98718184f016,379,4180,"센트럴파크",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-df649ffec07f,line-98718184f016,1222,2752,"작전",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-f1ca93b87e1f,line-98718184f016,1222,2888,"갈산",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-f497b2d7043f,line-98718184f016,1402,2512,"박촌",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-f71737c17ce9,line-98718184f016,309,4136,"국제업무지구",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-13a12c16a3c0,line-aefa08ccc0a9,2844,3204,"신림",-39,50,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-2005a7f81a41,line-aefa08ccc0a9,2808,2916,"대방",-12,54,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-3ca2f3437282,line-aefa08ccc0a9,2683,2975,"서울지방병무청",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-49a3c5577336,line-aefa08ccc0a9,2662,3184,"보라매공원",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-49f7436ac1a3,line-aefa08ccc0a9,2733,3231,"보라매병원",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-5ce6b7330265,line-aefa08ccc0a9,2918,3423,"관악산(서울대)",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-94ca17c12364,line-aefa08ccc0a9,2811,3329,"서원",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-b391548619ee,line-aefa08ccc0a9,2782,3428,"서울대벤처타운",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-c98162ac99c4,line-aefa08ccc0a9,2844,2880,"샛강",15,-9,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-db6cce397204,line-aefa08ccc0a9,2736,3060,"보라매",22,-14,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-e791bcc8d4c8,line-aefa08ccc0a9,2860,3149,"당곡",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-11e3c2bb6715,line-e4939a4b4713,5490,4417,"신둔도예촌",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-3bee6a854747,line-e4939a4b4713,5311,4117,"경기광주",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-5ba75cc204b9,line-e4939a4b4713,4212,4104,"판교(판교테크노밸리)",-36,42,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-6e9d9057b9f8,line-e4939a4b4713,5529,4414,"이천",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-7423a5270c95,line-e4939a4b4713,4377,4093,"이매",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-7b086a7c477a,line-e4939a4b4713,5529,4522,"여주",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-7d47928260ef,line-e4939a4b4713,4285,4104,"성남",21,-13,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-9962dc552778,line-e4939a4b4713,5529,4450,"부발",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-b44cb129a80e,line-e4939a4b4713,5516,4355,"곤지암",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-e993cc934504,line-e4939a4b4713,4985,4003,"삼동",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-f8b144d198db,line-e4939a4b4713,5490,4525,"세종대왕릉",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-fcfde6365f80,line-e4939a4b4713,5529,4306,"초월",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-007e4c97db14,line-e9e9a5b520a4,432,2455,"청라국제도시",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-00ac443982bf,line-e9e9a5b520a4,199,2936,"인천공항2터미널",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-02ad27f1b834,line-e9e9a5b520a4,270,2612,"영종",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-0f50a307ac33,line-e9e9a5b520a4,2700,2592,"홍대입구",88,-108,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-12984a8c7a35,line-e9e9a5b520a4,828,2340,"검암",-42,50,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-1f38f0831cb1,line-e9e9a5b520a4,1737,2525,"김포공항",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-1f6ac5d3880a,line-e9e9a5b520a4,218,2763,"공항화물청사",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-239460025840,line-e9e9a5b520a4,2932,2729,"공덕",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-2535b721e97f,line-e9e9a5b520a4,270,2655,"운서",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-2671dacf496f,line-e9e9a5b520a4,1296,2340,"계양",12,-16,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-2af75c3d707b,line-e9e9a5b520a4,3168,2520,"서울역",-58,39,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-db4c1121869d,line-e9e9a5b520a4,2016,2376,"마곡나루",-2,-18,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-f6474f3aa572,line-e9e9a5b520a4,2664,2376,"디지털미디어시티",-72,-93,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-fce26411d581,line-e9e9a5b520a4,199,2860,"인천공항1터미널",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-0c2937ffe0e8,line-f0e747248a31,3744,2988,"선정릉",-45,59,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-0d7d2b65a0b8,line-f0e747248a31,2346,2529,"등촌",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-17003d95f4f1,line-f0e747248a31,4212,3024,"석촌",-43,26,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-18a5f1c674d8,line-f0e747248a31,3421,2992,"고속터미널",-95,-18,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-1f38f0831cb1,line-f0e747248a31,1737,2525,"김포공항",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-2822d957f4b1,line-f0e747248a31,1678,2297,"개화",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-28df1efa11e4,line-f0e747248a31,2506,2724,"선유도",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-2a6b08a0a383,line-f0e747248a31,3000,2931,"노들",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-3abacea8104e,line-f0e747248a31,2948,2920,"노량진",1,-21,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-3ec4583f2db5,line-f0e747248a31,3515,3046,"사평",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-5e67c1dbe6ce,line-f0e747248a31,2127,2354,"양천향교",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-616ee3bf66cf,line-f0e747248a31,3867,2965,"삼성중앙",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-643a48a558a1,line-f0e747248a31,3685,2965,"언주",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-71c84bed93c8,line-f0e747248a31,4032,3060,"종합운동장",10,-14,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-75075bf1bc90,line-f0e747248a31,4536,2855,"둔촌오륜",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-7ab006406857,line-f0e747248a31,3600,2988,"신논현",21,-11,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-80faee9a74b2,line-f0e747248a31,3933,2965,"봉은사",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-83e71295d9e9,line-f0e747248a31,2592,2700,"당산",1,-22,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-8509d44bd570,line-f0e747248a31,1936,2354,"신방화",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-8b49fca3d8a2,line-f0e747248a31,3334,3060,"신반포",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-942ef1404a1e,line-f0e747248a31,4163,3131,"석촌고분",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-998660561ce9,line-f0e747248a31,2259,2441,"가양",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-9dc26a1622bb,line-f0e747248a31,2731,2769,"국회의사당",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-9dd82aab76c9,line-f0e747248a31,2330,2631,"염창",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-a5bca31e2a0a,line-f0e747248a31,4265,3029,"송파나루",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-b02fea51ac91,line-f0e747248a31,2305,2489,"증미",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-b2cbb36a5868,line-f0e747248a31,2772,2844,"여의도",31,12,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-b499fbb1b445,line-f0e747248a31,4080,3155,"삼전",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-b50d2a360327,line-f0e747248a31,2429,2664,"신목동",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-b5ec82902f82,line-f0e747248a31,4336,3001,"한성백제",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-be7467404d16,line-f0e747248a31,1852,2363,"공항시장",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-c98162ac99c4,line-f0e747248a31,2844,2880,"샛강",15,-9,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-d38e269a314f,line-f0e747248a31,4464,2880,"올림픽공원(한국체대)",22,-16,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-db4c1121869d,line-f0e747248a31,2016,2376,"마곡나루",-2,-18,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-e814517ade89,line-f0e747248a31,3130,2952,"흑석(중앙대입구)",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-e95f8616788c,line-f0e747248a31,3240,3024,"동작(현충원)",-38,48,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-e9eb3bce0dfa,line-f0e747248a31,3270,3096,"구반포",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-ffc95b468180,line-f0e747248a31,4644,2750,"중앙보훈병원",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-02c33dbf2195,seoul-2,2702,3226,"신대방",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-0f50a307ac33,seoul-2,2700,2592,"홍대입구",88,-108,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-11914f97706a,seoul-2,2920,3181,"봉천",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-13a12c16a3c0,seoul-2,2844,3204,"신림",-39,50,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-1d5371828b62,seoul-2,3405,3147,"서초",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-1d7dfafc2b02,seoul-2,4068,2640,"구의(광진구청)",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-2bcd9d8e0e17,seoul-2,3715,2646,"뚝섬",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-31d428fc4381,seoul-2,3653,2398,"용두(동대문구청)",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-344599f1b801,seoul-2,3276,2412,"을지로3가",-43,-22,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-3769207d6eef,seoul-2,3177,2452,"을지로입구",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-3c53ef8c3403,seoul-2,3049,3349,"낙성대",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-3ca689c9f4ab,seoul-2,3276,2412,"을지로4가",32,36,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-4b3fd398e5cc,seoul-2,2506,2897,"문래",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-4e123a19a88f,seoul-2,2884,2462,"신촌",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-60db61586811,seoul-2,2101,2912,"신정네거리",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-676c0a08f97f,seoul-2,3008,2462,"아현",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-686707379773,seoul-2,4138,2912,"잠실나루",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-6a5e08288b46,seoul-2,2556,2952,"신도림",27,12,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-6b1b2ec1af31,seoul-2,2700,2592,"합정",-3,-19,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-6cb6f7dc212c,seoul-2,3679,3118,"역삼",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-6d496d4ff1b6,seoul-2,3780,3060,"선릉",-40,50,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-6dd621ec2644,seoul-2,3334,3335,"방배",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-70fc338dd5a1,seoul-2,3930,3036,"삼성(무역센터)",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-71c84bed93c8,seoul-2,4032,3060,"종합운동장",10,-14,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-762641d3cd03,seoul-2,2952,2462,"이대",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-78972888a610,seoul-2,2268,3002,"양천구청",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-79a1cc0b6193,seoul-2,4212,2916,"잠실(송파구청)",-43,22,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-7d6908cf413f,seoul-2,3602,2413,"상왕십리",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-7dfc6ea6a83c,seoul-2,3492,3096,"교대(법원.검찰청)",-15,58,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-8174b8aee30d,seoul-2,2433,2989,"도림천",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-83e71295d9e9,seoul-2,2592,2700,"당산",1,-22,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-8452b0e55dfe,seoul-2,2935,3315,"서울대입구(관악구청)",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
station-87922d87710f,seoul-2,4144,2709,"강변(동서울터미널)",0,0,qa-wikimedia-seoul-svg-coordinate,https://commons.wikimedia.org/wiki/File:Seoul_subway_linemap_ko.svg
